STAN/CIS  DATUM CAS   [kg] ROZDIL TEPL
1221601 17/04/23 06   44.6   0.0   6.2
1221601 17/04/23 03   44.6   0.0   4.7
1221601 17/04/23 00   44.6   0.0   7.2
1221601 16/04/23 21   44.6  -0.2   8.4
1221601 16/04/23 18   44.8   0.0  12.2
1221601 16/04/23 15   44.8   0.1  14.2
1221601 16/04/23 12   44.7  -0.3  14.4
1221601 16/04/23 09   45.0   0.0   9.2
1221601 16/04/23 06   45.0   0.0  -1.4
1221601 16/04/23 03   45.0   0.0  -0.4
1221601 16/04/23 00   45.0   0.0  -0.4
1221601 15/04/23 21   45.0  -0.2   1.2
1221601 15/04/23 18   45.2   0.0   8.0
1221601 15/04/23 15   45.2   0.0   7.2
1221601 15/04/23 12   45.2   0.0   6.4
1221601 15/04/23 09   45.2   0.0   6.2
1221601 15/04/23 06   45.2   0.0   4.7
1221601 15/04/23 03   45.2   0.2   4.4
1221601 15/04/23 00   45.0   0.0   4.4
1221601 14/04/23 21   45.0   0.0   4.9
1221601 14/04/23 18   45.0   0.0   5.6
1221601 14/04/23 15   45.0   0.0   7.2
1221601 14/04/23 12   45.0   0.0   7.4
1221601 14/04/23 09   45.0   0.0   6.2
1221601 14/04/23 06   45.0   0.1   4.9
1221601 14/04/23 03   44.9   0.1   5.2
1221601 14/04/23 00   44.8   0.0   5.4
1221601 13/04/23 21   44.8  -0.1   4.9
1221601 13/04/23 18   44.9  -0.1   9.6
1221601 13/04/23 15   45.0   0.1  12.4
1221601 13/04/23 12   44.9  -0.3  10.9
1221601 13/04/23 09   45.2   0.0   7.2
1221601 13/04/23 06   45.2  -0.1   5.6
1221601 13/04/23 03   45.3  -0.1   6.9
1221601 13/04/23 00   45.4   0.1   7.4
1221601 12/04/23 21   45.3   0.0   6.9
1221601 12/04/23 18   45.3   0.0   9.2
1221601 12/04/23 15   45.3   0.1  10.4
1221601 12/04/23 12   45.2   0.0  10.9
1221601 12/04/23 09   45.2   0.0   8.0
1221601 12/04/23 06   45.2   0.0  -2.7
1221601 12/04/23 03   45.2   0.0  -2.0
1221601 12/04/23 00   45.2   0.1   2.2
1221601 11/04/23 21   45.1  -0.1   3.4
1221601 11/04/23 18   45.2  -0.2   8.2
1221601 11/04/23 15   45.4  -0.1  10.0
1221601 11/04/23 12   45.5  -0.1  10.9
1221601 11/04/23 09   45.6   0.2   7.4
1221601 11/04/23 06   45.4   0.0   4.9
1221601 11/04/23 03   45.4   0.1   4.0
1221601 11/04/23 00   45.3  -0.1   3.6
1221601 10/04/23 21   45.4  -0.2   4.9
1221601 10/04/23 18   45.6   0.1  10.4
1221601 10/04/23 15   45.5  -0.1  13.6
1221601 10/04/23 12   45.6   0.0  14.2
1221601 10/04/23 09   45.6  -0.2   9.6
1221601 10/04/23 06   45.8   0.1   0.7
1221601 10/04/23 03   45.7  -0.1   2.9
1221601 10/04/23 00   45.8   0.1   4.7
1221601 09/04/23 21   45.7  -0.1   5.2
1221601 09/04/23 18   45.8  -0.2   8.4
1221601 09/04/23 15   46.0  -0.2  11.2
1221601 09/04/23 12   46.2   0.0  12.4
1221601 09/04/23 09   46.2   0.0   4.9
1221601 09/04/23 06   46.2   0.2   0.2
1221601 09/04/23 03   46.0  -0.1  -0.9
1221601 09/04/23 00   46.1   0.0   1.4
1221601 08/04/23 21   46.1   0.0   4.7
1221601 08/04/23 18   46.1  -0.1   6.7
1221601 08/04/23 15   46.2   0.0   6.4
1221601 08/04/23 12   46.2   0.1   6.7
1221601 08/04/23 09   46.1   0.1   4.0
1221601 08/04/23 06   46.0   0.0   3.2
1221601 08/04/23 03   46.0  -0.1   3.2
1221601 08/04/23 00   46.1   0.1   4.7
1221601 07/04/23 21   46.0  -0.2   5.6
1221601 07/04/23 18   46.2  -0.1   8.7
1221601 07/04/23 15   46.3   0.1  10.9
1221601 07/04/23 12   46.2   0.0  11.6
1221601 07/04/23 09   46.2   0.2   3.6
1221601 07/04/23 06   46.0   0.0  -4.7
1221601 07/04/23 03   46.0  -0.1  -4.4
1221601 07/04/23 00   46.1   0.1  -3.4
1221601 06/04/23 21   46.0  -0.2   0.0
1221601 06/04/23 18   46.2  -0.2   8.2
1221601 06/04/23 15   46.4   0.0  11.4
1221601 06/04/23 12   46.4  -0.2   9.4
1221601 06/04/23 09   46.6   0.1   4.9
1221601 06/04/23 06   46.5   0.1  -6.7
1221601 06/04/23 03   46.4   0.0  -5.4
1221601 06/04/23 00   46.4   0.0  -2.4
1221601 05/04/23 21   46.4  -0.1  -1.6
1221601 05/04/23 18   46.5  -0.3   4.4
1221601 05/04/23 15   46.8   0.0   7.6
1221601 05/04/23 12   46.8   0.0   5.2
1221601 05/04/23 09   46.8   0.2   3.4
1221601 05/04/23 06   46.6   0.0  -6.9
1221601 05/04/23 03   46.6   0.0  -5.6
1221601 05/04/23 00   46.6   0.0  -4.2
1221601 04/04/23 21   46.6   0.0  -0.4
1221601 04/04/23 18   46.6  -0.2   2.7
1221601 04/04/23 15   46.8   0.0   5.4
1221601 04/04/23 12   46.8   0.0   4.4
1221601 04/04/23 09   46.8   0.0   0.9
1221601 04/04/23 06   46.8   0.0  -1.4
1221601 04/04/23 03   46.8   0.0  -2.2
1221601 04/04/23 00   46.8   0.0  -0.7
1221601 03/04/23 21   46.8   0.0   0.2
1221601 03/04/23 18   46.8  -0.2   1.6
1221601 03/04/23 15   47.0   0.0   3.6
1221601 03/04/23 12   47.0   0.1   3.6
1221601 03/04/23 09   46.9  -0.1   2.2
1221601 03/04/23 06   47.0   0.0  -0.9
1221601 03/04/23 03   47.0   0.0   1.4
1221601 03/04/23 00   47.0   0.0   1.6
1221601 02/04/23 21   47.0   0.0   2.0
1221601 02/04/23 18   47.0  -0.1   2.7
1221601 02/04/23 15   47.1  -0.1   4.0
1221601 02/04/23 12   47.2   0.1   5.2
1221601 02/04/23 09   47.1  -0.2   4.7
1221601 02/04/23 06   47.3   0.1   7.2
1221601 02/04/23 03   47.2   0.0   7.4
1221601 02/04/23 00   47.2  -0.1   7.4
1221601 01/04/23 21   47.3   0.0   7.6
1221601 01/04/23 18   47.3   0.0   8.7
1221601 01/04/23 15   47.3  -0.1  11.2
1221601 01/04/23 12   47.4   0.0  10.2
1221601 01/04/23 09   47.4   0.0   9.6
1221601 01/04/23 06   47.4   0.0   6.9
1221601 01/04/23 03   47.4  -0.1   7.4
1221601 01/04/23 00   47.5  -0.1   7.2
1221601 31/03/23 21   47.6   0.0   7.4
1221601 31/03/23 18   47.6   0.0   9.4
1221601 31/03/23 15   47.6   0.0   8.9
1221601 31/03/23 12   47.6   0.0   9.4
1221601 31/03/23 09   47.6   0.0   8.2
1221601 31/03/23 06   47.6   0.0   6.4
1221601 31/03/23 03   47.6   0.0   5.4
1221601 31/03/23 00   47.6   0.0   4.0
1221601 30/03/23 21   47.6   0.0   5.4
1221601 30/03/23 18   47.6  -0.2  12.2
1221601 30/03/23 15   47.8   0.0  12.7
1221601 30/03/23 12   47.8   0.2  10.2
1221601 30/03/23 09   47.6   0.2   8.7
1221601 30/03/23 06   47.4   0.0   3.6
1221601 30/03/23 03   47.4   0.0   6.2
1221601 30/03/23 00   47.4   0.0   6.2
1221601 29/03/23 21   47.4  -0.1   5.2
1221601 29/03/23 18   47.5  -0.1  10.0
1221601 29/03/23 15   47.6  -0.2  11.4
1221601 29/03/23 12   47.8   0.1   6.9
1221601 29/03/23 09   47.7   0.1   1.2
1221601 29/03/23 06   47.6   0.0  -0.9
1221601 29/03/23 03   47.6   0.1  -3.6
1221601 29/03/23 00   47.5   0.0  -3.6
1221601 28/03/23 21   47.5   0.0  -1.4
1221601 28/03/23 18   47.5  -0.1   4.2
1221601 28/03/23 15   47.6  -0.1   5.4
1221601 28/03/23 12   47.7   0.0   5.2
1221601 28/03/23 09   47.7   0.0   2.0
1221601 28/03/23 06   47.7  -0.1  -0.4
1221601 28/03/23 03   47.8  -0.1  -0.4
1221601 28/03/23 00   47.9   0.0  -1.6
1221601 27/03/23 21   47.9   0.1  -0.7
1221601 27/03/23 18   47.8  -0.2   1.4
1221601 27/03/23 15   48.0   0.2   3.6
1221601 27/03/23 12   47.8  -0.2   4.0
1221601 27/03/23 09   48.0   0.0   1.6
1221601 27/03/23 06   48.0   0.0   0.9
1221601 27/03/23 03   48.0   0.0   3.6
1221601 27/03/23 01   48.0   0.0   3.2
1221601 26/03/23 22   48.0   0.0   5.4
1221601 26/03/23 19   48.0   0.0   6.7
1221601 26/03/23 16   48.0   0.0   7.6
1221601 26/03/23 13   48.0   0.0  10.4
1221601 26/03/23 10   48.0   0.1   8.9
1221601 26/03/23 07   47.9  -0.1   4.0
1221601 26/03/23 04   48.0   0.0   4.9
1221601 26/03/23 00   48.0   0.0   4.0
1221601 25/03/23 21   48.0   0.1   4.9
1221601 25/03/23 18   47.9  -0.1   8.0
1221601 25/03/23 15   48.0  -0.1   9.2
1221601 25/03/23 12   48.1   0.1  10.4
1221601 25/03/23 09   48.0   0.0   7.6
1221601 25/03/23 06   48.0  -0.1   6.0
1221601 25/03/23 03   48.1   0.1   6.9
1221601 25/03/23 00   48.0  -0.2   7.4
1221601 24/03/23 21   48.2   0.0   8.9
1221601 24/03/23 18   48.2   0.0  10.9
1221601 24/03/23 15   48.2   0.2  14.7
1221601 24/03/23 12   48.0   0.0  14.9
1221601 24/03/23 09   48.0  -0.1  12.4
1221601 24/03/23 06   48.1   0.1   9.4
1221601 24/03/23 03   48.0   0.0   9.2
1221601 24/03/23 00   48.0   0.0   9.2
1221601 23/03/23 21   48.0  -0.2  11.4
1221601 23/03/23 18   48.2   0.0  14.2
1221601 23/03/23 15   48.2   0.0  16.0
1221601 23/03/23 12   48.2   0.0  17.2
1221601 23/03/23 09   48.2   0.0  13.4
1221601 23/03/23 06   48.2   0.0   7.2
1221601 23/03/23 03   48.2   0.2   4.9
1221601 23/03/23 00   48.0   0.0   4.9
1221601 22/03/23 21   48.0  -0.4   6.7
1221601 22/03/23 18   48.4  -0.2  15.2
1221601 22/03/23 15   48.6   0.2  18.2
1221601 22/03/23 12   48.4   0.0  17.2
1221601 22/03/23 09   48.4   0.2  11.2
1221601 22/03/23 06   48.2  -0.2   2.4
1221601 22/03/23 03   48.4   0.0   6.4
1221601 22/03/23 00   48.4   0.2   7.4
1221601 21/03/23 21   48.2  -0.4   6.9
1221601 21/03/23 18   48.6   0.0  13.2
1221601 21/03/23 12   48.6   0.1  14.2
1221601 21/03/23 06   48.5  -0.2   2.7
1221601 21/03/23 00   48.7  -0.1   6.7
1221601 20/03/23 18   48.8  -0.3  10.9
1221601 20/03/23 12   49.1   0.3  13.4
1221601 20/03/23 06   48.8   0.2   3.2
1221601 20/03/23 00   48.6  -0.4   2.0
1221601 19/03/23 18   49.0   0.0   9.6
1221601 19/03/23 12   49.0   0.2  10.4
1221601 19/03/23 06   48.8   0.1   0.0
1221601 19/03/23 00   48.7  -0.3   1.4
1221601 18/03/23 18   49.0  -0.4  10.7
1221601 18/03/23 12   49.4   0.2  10.2
1221601 18/03/23 06   49.2   0.0  -1.4
1221601 18/03/23 00   49.2  -0.5   0.2
1221601 17/03/23 18   49.7  -0.3  10.0
1221601 17/03/23 12   50.0   0.3  10.7
1221601 17/03/23 06   49.7  -0.1  -3.2
1221601 17/03/23 00   49.8  -0.2  -2.4
1221601 16/03/23 18   50.0  -0.2   3.4
1221601 16/03/23 12   50.2   0.3   5.6
1221601 16/03/23 06   49.9   0.0  -8.4
1221601 16/03/23 00   49.9  -0.1  -4.9
1221601 15/03/23 18   50.0   0.0   0.4
1221601 15/03/23 12   50.0   0.1   4.7
1221601 15/03/23 06   49.9  -0.1  -0.2
1221601 15/03/23 00   50.0  -0.3   2.2
1221601 14/03/23 18   50.3   0.0   7.6
1221601 14/03/23 12   50.3  -0.1  10.4
1221601 14/03/23 06   50.4   0.1   7.4
1221601 14/03/23 00   50.3  -0.1   8.2
1221601 13/03/23 18   50.4  -0.2  11.4
1221601 13/03/23 12   50.6   0.2  10.0
1221601 13/03/23 06   50.4   0.0   4.7
1221601 13/03/23 00   50.4   0.2   4.9
1221601 12/03/23 18   50.2   0.0   3.4
1221601 12/03/23 12   50.2   0.0   5.2
1221601 12/03/23 06   50.2   0.0  -8.0
1221601 12/03/23 00   50.2   0.1  -5.6
1221601 11/03/23 18   50.1  -0.1   0.2
1221601 11/03/23 12   50.2   0.0   1.2
1221601 11/03/23 06   50.2  -0.2  -0.2
1221601 11/03/23 00   50.4  -0.2   4.0
1221601 10/03/23 18   50.6  -0.1   7.4
1221601 10/03/23 12   50.7   0.2  12.4
1221601 10/03/23 06   50.5   0.1   4.7
1221601 10/03/23 00   50.4  -0.2   4.4
1221601 09/03/23 18   50.6  -0.2   8.9
1221601 09/03/23 12   50.8   0.0   9.2
1221601 09/03/23 06   50.8   0.0   6.0
1221601 09/03/23 00   50.8   0.3   6.0
1221601 08/03/23 18   50.5   0.3   3.6
1221601 08/03/23 12   50.2   0.0   2.7
1221601 08/03/23 06   50.2   0.0   2.0
1221601 08/03/23 00   50.2  -0.2   1.6
1221601 07/03/23 18   50.4   0.0   3.6
1221601 07/03/23 12   50.4   0.1   4.0
1221601 07/03/23 06   50.3  -0.1   0.4
1221601 07/03/23 00   50.4   0.0   0.2
1221601 06/03/23 18   50.4   0.1   1.6
1221601 06/03/23 12   50.3   0.1   4.2
1221601 06/03/23 06   50.2  -0.1  -4.2
1221601 06/03/23 00   50.3   0.1  -0.7
1221601 05/03/23 18   50.2  -2.9   1.6
1221601 05/03/23 12   53.1  -0.1   2.7
1221601 05/03/23 06   53.2   0.0   0.4
1221601 05/03/23 00   53.2   0.0   1.2
1221601 04/03/23 18   53.2  -0.1   2.2
1221601 04/03/23 12   53.3   0.3   2.0
1221601 04/03/23 06   53.0   0.0  -6.2
1221601 04/03/23 00   53.0  -0.2  -4.9
1221601 03/03/23 18   53.2  -0.2   3.4
1221601 03/03/23 12   53.4   0.2   7.2
1221601 03/03/23 06   53.2   0.2  -5.4
1221601 03/03/23 00   53.0  -0.3  -3.4
1221601 02/03/23 18   53.3  -0.2   4.7
1221601 02/03/23 12   53.5   0.3   8.4
1221601 02/03/23 06   53.2   0.0  -4.2
1221601 02/03/23 00   53.2  -0.2  -2.0
1221601 01/03/23 18   53.4  -0.1   2.2
1221601 01/03/23 12   53.5   0.2   5.4
1221601 01/03/23 06   53.3  -0.1  -5.2
1221601 01/03/23 00   53.4   0.0  -2.9
1221601 28/02/23 18   53.4  -0.1   0.2
1221601 28/02/23 12   53.5  -0.1   2.7
1221601 28/02/23 06   53.6   0.0  -2.7
1221601 28/02/23 00   53.6   0.0  -2.2
1221601 27/02/23 18   53.6  -0.1  -1.2
1221601 27/02/23 12   53.7   0.1   0.4
1221601 27/02/23 06   53.6   0.0  -4.9
1221601 27/02/23 00   53.6   0.0  -2.7
1221601 26/02/23 18   53.6   0.0  -0.9
1221601 26/02/23 12   53.6   0.0   0.2
1221601 26/02/23 06   53.6   0.0  -2.9
1221601 26/02/23 00   53.6   0.0  -1.6
1221601 25/02/23 18   53.6   0.0   0.9
1221601 25/02/23 12   53.6   0.0   3.2
1221601 25/02/23 06   53.6   0.0   1.2
1221601 25/02/23 00   53.6  -0.3   2.4
1221601 24/02/23 18   53.9  -0.2   6.9
1221601 24/02/23 12   54.1   0.0   8.7
1221601 24/02/23 06   54.1  -0.1   5.4
1221601 24/02/23 00   54.2   0.0   6.4
1221601 23/02/23 18   54.2   0.0   8.7
1221601 23/02/23 12   54.2   0.3   9.2
1221601 23/02/23 06   53.9  -0.1   0.4
1221601 23/02/23 00   54.0  -0.4   3.2
1221601 22/02/23 18   54.4  -0.2   8.7
1221601 22/02/23 12   54.6   0.1  12.4
1221601 22/02/23 06   54.5   0.1   6.0
1221601 22/02/23 00   54.4  -0.2   5.6
1221601 21/02/23 18   54.6   0.0   9.2
1221601 21/02/23 12   54.6   0.0   9.6
1221601 21/02/23 06   54.6   0.0   7.6
1221601 21/02/23 00   54.6  -0.2   6.4
1221601 20/02/23 18   54.8  -0.1   9.6
1221601 20/02/23 12   54.9   0.1   9.4
1221601 20/02/23 06   54.8   0.0   4.7
1221601 20/02/23 00   54.8   0.0   3.2
1221601 19/02/23 18   54.8  -0.2   5.4
1221601 19/02/23 12   55.0   0.0   9.4
1221601 19/02/23 06   55.0   0.0   8.0
1221601 19/02/23 00   55.0   0.0   8.4
1221601 18/02/23 18   55.0  -0.2   9.4
1221601 18/02/23 12   55.2   0.0  10.7
1221601 18/02/23 06   55.2   0.0   8.7
1221601 18/02/23 00   55.2   0.0   9.6
1221601 17/02/23 18   55.2   0.0   9.6
1221601 17/02/23 12   55.2   0.2   8.4
1221601 17/02/23 06   55.0   0.0   2.4
1221601 17/02/23 00   55.0   0.0   2.9
1221601 16/02/23 18   55.0  -0.2   4.7
1221601 16/02/23 12   55.2   0.3   6.7
1221601 16/02/23 06   54.9  -0.1  -4.2
1221601 16/02/23 00   55.0   0.0  -1.4
1221601 15/02/23 18   55.0   0.0  -1.2
1221601 15/02/23 12   55.0   0.0  -0.9
1221601 15/02/23 06   55.0   0.0  -2.2
1221601 15/02/23 00   55.0   0.0  -1.2
1221601 14/02/23 18   55.0   0.0   0.7
1221601 14/02/23 12   55.0   0.2   0.9
1221601 14/02/23 06   54.8   0.1  -1.6
1221601 14/02/23 00   54.7  -0.3  -4.0
1221601 13/02/23 18   55.0  -0.4   2.9
1221601 13/02/23 12   55.4   0.3   6.7
1221601 13/02/23 06   55.1  -0.1   1.4
1221601 13/02/23 00   55.2   0.0   2.0
1221601 12/02/23 18   55.2  -0.2   3.6
1221601 12/02/23 12   55.4   0.2   5.6
1221601 12/02/23 06   55.2   0.0   1.2
1221601 12/02/23 00   55.2   0.0   2.7
1221601 11/02/23 18   55.2   0.0   3.4
1221601 11/02/23 12   55.2   0.2   2.7
1221601 11/02/23 06   55.0   0.0  -1.4
1221601 11/02/23 00   55.0  -0.1  -3.2
1221601 10/02/23 18   55.1   0.0  -0.7
1221601 10/02/23 12   55.1   0.3  -0.7
1221601 10/02/23 06   54.8  -0.1 -10.2
1221601 10/02/23 00   54.9  -0.1  -7.4
1221601 09/02/23 18   55.0   0.0  -2.9
1221601 09/02/23 12   55.0   0.1   0.0
1221601 09/02/23 06   54.9  -0.1 -11.2
1221601 09/02/23 00   55.0  -0.2  -8.7
1221601 08/02/23 18   55.2   0.0  -4.0
1221601 08/02/23 12   55.2   0.2  -1.6
1221601 08/02/23 06   55.0   0.0 -10.9
1221601 08/02/23 00   55.0  -0.2  -8.4
1221601 07/02/23 18   55.2  -0.2  -2.7
1221601 07/02/23 12   55.4   0.2   0.2
1221601 07/02/23 06   55.2   0.0 -10.4
1221601 07/02/23 00   55.2  -0.2  -6.9
1221601 06/02/23 18   55.4   0.0  -2.0
1221601 06/02/23 12   55.4   0.2  -0.9
1221601 06/02/23 06   55.2   0.0  -9.4
1221601 06/02/23 00   55.2  -0.3  -7.4
1221601 05/02/23 18   55.5  -0.1  -2.2
1221601 05/02/23 12   55.6   0.2   1.6
1221601 05/02/23 06   55.4  -0.1  -5.4
1221601 05/02/23 00   55.5   0.0  -3.4
1221601 04/02/23 18   55.5  -0.1  -0.9
1221601 04/02/23 12   55.6   0.0   1.2
1221601 04/02/23 06   55.6  -0.1   0.9
1221601 04/02/23 00   55.7  -0.3   4.0
1221601 03/02/23 18   56.0   0.1   4.4
1221601 03/02/23 12   55.9   0.1   5.4
1221601 03/02/23 06   55.8   0.2   2.0
1221601 03/02/23 00   55.6   0.0   0.2
1221601 02/02/23 18   55.6  -0.2   0.9
1221601 02/02/23 12   55.8   0.1   2.7
1221601 02/02/23 06   55.7  -0.1   0.7
1221601 02/02/23 00   55.8   0.2   0.9
1221601 01/02/23 18   55.6  -0.2   3.2
1221601 01/02/23 12   55.8   0.0   4.2
1221601 01/02/23 06   55.8   0.1   1.4
1221601 01/02/23 00   55.7  -0.1   2.4
1221601 31/01/23 18   55.8   0.0   1.6
1221601 31/01/23 12   55.8   0.0   2.7
1221601 31/01/23 06   55.8   0.1   1.2
1221601 31/01/23 00   55.7   0.1   1.4
1221601 30/01/23 18   55.6  -0.2   2.4
1221601 30/01/23 12   55.8   0.2   0.7
1221601 30/01/23 06   55.6   0.1  -2.4
1221601 30/01/23 00   55.5   0.0  -5.2
1221601 29/01/23 18   55.5  -0.1  -3.4
1221601 29/01/23 12   55.6   0.0  -1.2
1221601 29/01/23 06   55.6   0.0  -5.2
1221601 29/01/23 00   55.6  -0.1  -4.7
1221601 28/01/23 18   55.7  -0.1  -3.6
1221601 28/01/23 12   55.8   0.0  -1.2
1221601 28/01/23 06   55.8   0.0  -1.2
1221601 28/01/23 00   55.8   0.0  -1.2
1221601 27/01/23 18   55.8   0.0  -1.6
1221601 27/01/23 12   55.8   0.0  -1.4
1221601 27/01/23 06   55.8   0.0  -2.4
1221601 27/01/23 00   55.8   0.0  -1.2
1221601 26/01/23 18   55.8   0.0  -0.7
1221601 26/01/23 12   55.8  -0.1  -0.7
1221601 26/01/23 06   55.9   0.0  -1.2
1221601 26/01/23 00   55.9  -0.1  -0.7
1221601 25/01/23 18   56.0   0.0  -0.4
1221601 25/01/23 12   56.0   0.0   0.7
1221601 25/01/23 06   56.0   0.0   0.0
1221601 25/01/23 00   56.0   0.0   0.0
1221601 24/01/23 18   56.0  -0.2   0.0
1221601 24/01/23 12   56.2   0.2   1.4
1221601 24/01/23 06   56.0   0.0   0.0
1221601 24/01/23 00   56.0   0.0   0.0
1221601 23/01/23 18   56.0   0.0   0.2
1221601 23/01/23 12   56.0   0.0   1.4
1221601 23/01/23 06   56.0   0.0  -0.7
1221601 23/01/23 00   56.0   0.0  -0.9
1221601 22/01/23 18   56.0   0.0  -0.9
1221601 22/01/23 12   56.0   0.1   0.7
1221601 22/01/23 06   55.9  -0.1  -1.2
1221601 22/01/23 00   56.0   0.0  -1.6
1221601 21/01/23 18   56.0   0.2  -1.6
1221601 21/01/23 12   55.8   0.0  -1.2
1221601 21/01/23 06   55.8   0.0  -2.7
1221601 21/01/23 00   55.8   0.0  -2.7
1221601 20/01/23 18   55.8  -0.1  -2.0
1221601 20/01/23 12   55.9   0.1   0.4
1221601 20/01/23 06   55.8   0.0  -2.0
1221601 20/01/23 00   55.8   0.0  -1.4
1221601 19/01/23 18   55.8   0.0  -1.4
1221601 19/01/23 12   55.8   0.1  -1.2
1221601 19/01/23 06   55.7  -0.1  -7.2
1221601 19/01/23 00   55.8  -0.2  -2.0
1221601 18/01/23 18   56.0   0.0   0.7
1221601 18/01/23 12   56.0   0.2   2.0
1221601 18/01/23 06   55.8   0.1  -1.4
1221601 18/01/23 00   55.7   0.1  -1.4
1221601 17/01/23 18   55.6  -0.4  -2.0
1221601 17/01/23 12   56.0   0.0   2.7
1221601 17/01/23 06   56.0   0.0   2.2
1221601 17/01/23 00   56.0   0.1   1.6
1221601 16/01/23 18   55.9  -0.3   0.4
1221601 16/01/23 12   56.2   0.2   5.4
1221601 16/01/23 06   56.0   0.0   0.4
1221601 16/01/23 00   56.0  -0.2   0.9
1221601 15/01/23 18   56.2  -0.4   2.7
1221601 15/01/23 12   56.6   0.0   8.2
1221601 15/01/23 06   56.6   0.2   6.7
1221601 15/01/23 00   56.4   0.0   6.0
1221601 14/01/23 18   56.4  -0.2   5.6
1221601 14/01/23 12   56.6   0.2   6.4
1221601 14/01/23 06   56.4  -0.1   2.0
1221601 14/01/23 00   56.5   0.1   4.7
1221601 13/01/23 18   56.4  -0.4   4.7
1221601 13/01/23 12   56.8   0.2   8.9
1221601 13/01/23 06   56.6   0.0   6.7
1221601 13/01/23 00   56.6   0.0   6.7
1221601 12/01/23 18   56.6   0.0   6.7
1221601 12/01/23 12   56.6   0.0   6.4
1221601 12/01/23 06   56.6   0.0   3.6
1221601 12/01/23 00   56.6   0.0   4.7
1221601 11/01/23 18   56.6   0.0   5.4
1221601 11/01/23 12   56.6   0.2   4.7
1221601 11/01/23 06   56.4   0.2   1.4
1221601 11/01/23 00   56.2  -0.2  -1.4
1221601 10/01/23 18   56.4  -0.2   2.9
1221601 10/01/23 12   56.6   0.0   6.0
1221601 10/01/23 06   56.6   0.2   1.6
1221601 10/01/23 00   56.4  -0.2   0.9
1221601 09/01/23 18   56.6  -0.2   3.6
1221601 09/01/23 12   56.8   0.2   4.9
1221601 09/01/23 06   56.6   0.2   2.0
1221601 09/01/23 00   56.4  -0.2   0.2
1221601 08/01/23 18   56.6   0.0   2.9
1221601 08/01/23 12   56.6   0.2   1.6
1221601 08/01/23 06   56.4   0.2  -3.2
1221601 08/01/23 00   56.2  -0.2  -1.4
1221601 07/01/23 18   56.4  -0.4   2.7
1221601 07/01/23 12   56.8   0.1   8.2
1221601 07/01/23 06   56.7   0.1   6.2
1221601 07/01/23 00   56.6  -0.2   5.2
1221601 06/01/23 18   56.8  -0.1   7.6
1221601 06/01/23 12   56.9   0.3   8.7
1221601 06/01/23 06   56.6  -0.2   5.2
1221601 06/01/23 00   56.8   0.0   6.0
1221601 05/01/23 18   56.8   0.0   7.4
1221601 05/01/23 12   56.8  -0.2   9.2
1221601 05/01/23 06   57.0   0.2   8.9
1221601 05/01/23 00   56.8   0.2   8.2
1221601 04/01/23 18   56.6   0.2   7.4
1221601 04/01/23 12   56.4   0.2   4.7
1221601 04/01/23 06   56.2   0.2   1.6
1221601 04/01/23 00   56.0  -0.1  -1.2
1221601 03/01/23 18   56.1  -0.4   2.2
1221601 03/01/23 12   56.5   0.0   8.9
1221601 03/01/23 06   56.5  -0.1   6.2
1221601 03/01/23 00   56.6   0.2   6.7
1221601 02/01/23 18   56.4  -0.6   5.4
1221601 02/01/23 12   57.0   0.8  12.4
1221601 02/01/23 06   56.2   0.0   2.7
1221601 02/01/23 00   56.2  -0.4   2.4
1221601 01/01/23 18   56.6  -0.6   8.7
1221601 01/01/23 12   57.2   0.3  14.0
1221601 01/01/23 06   56.9  -0.2   8.4
1221601 01/01/23 00   57.1  -0.2  10.2
1221601 31/12/22 18   57.3  -0.6  12.2
1221601 31/12/22 12   57.9   0.3  14.9
1221601 31/12/22 06   57.6   0.2   9.2
1221601 31/12/22 00   57.4   0.4   6.7
1221601 30/12/22 18   57.0  -0.3   3.4
1221601 30/12/22 12   57.3   0.1   7.2
1221601 30/12/22 06   57.2   0.0   5.6
1221601 30/12/22 00   57.2  -0.2   6.7
1221601 29/12/22 18   57.4   0.0   8.0
1221601 29/12/22 12   57.4   0.4   8.2
1221601 29/12/22 06   57.0  -0.2   4.2
1221601 29/12/22 00   57.2   0.0   4.0
1221601 28/12/22 18   57.2   0.0   4.0
1221601 28/12/22 12   57.2   0.2   4.0
1221601 28/12/22 06   57.0   0.0  -1.2
1221601 28/12/22 00   57.0  -0.1  -1.2
1221601 27/12/22 18   57.1  -0.1   1.2
1221601 27/12/22 12   57.2   0.0   3.2
1221601 27/12/22 06   57.2  -0.4   0.0
1221601 27/12/22 00   57.6  -0.1   4.4
1221601 26/12/22 18   57.7  -0.1   8.0
1221601 26/12/22 12   57.8   0.3   9.2
1221601 26/12/22 06   57.5   0.3   5.6
1221601 26/12/22 00   57.2  -0.3   2.0
1221601 25/12/22 18   57.5  -0.5   6.4
1221601 25/12/22 12   58.0   0.3   9.2
1221601 25/12/22 06   57.7   0.1   3.4
1221601 25/12/22 00   57.6  -0.2   2.7
1221601 24/12/22 18   57.8  -0.2   6.4
1221601 24/12/22 12   58.0   0.0   8.4
1221601 24/12/22 06   58.0   0.0   6.4
1221601 24/12/22 00   58.0   0.0   6.4
1221601 23/12/22 18   58.0  -0.4   7.2
1221601 23/12/22 12   58.4   0.2   8.2
1221601 23/12/22 06   58.2   0.0   6.0
1221601 23/12/22 00   58.2   0.0   5.6
