STAN/CIS  DATUM CAS   [kg] ROZDIL TEPL
1221601 14/06/22 00   86.5  -0.1  10.4
1221601 13/06/22 21   86.6   0.2  15.6
1221601 13/06/22 18   86.4   0.1  22.0
1221601 13/06/22 15   86.3  -0.3  20.4
1221601 13/06/22 12   86.6   1.2  22.7
1221601 13/06/22 09   85.4  -0.3  20.0
1221601 13/06/22 06   85.7  -0.1  14.7
1221601 13/06/22 03   85.8  -0.1  14.2
1221601 13/06/22 00   85.9  -0.1  15.4
1221601 12/06/22 21   86.0   1.4  21.4
1221601 12/06/22 18   84.6   0.6  29.6
1221601 12/06/22 15   84.0  -0.8  29.4
1221601 12/06/22 12   84.8   0.8  26.0
1221601 12/06/22 09   84.0   0.0  21.6
1221601 12/06/22 06   84.0  -0.4  12.0
1221601 12/06/22 03   84.4   0.0  13.6
1221601 12/06/22 00   84.4   0.0  14.9
1221601 11/06/22 21   84.4   1.1  20.7
1221601 11/06/22 18   83.3   0.6  30.0
1221601 11/06/22 15   82.7  -0.9  26.0
1221601 11/06/22 12   83.6   1.0  24.9
1221601 11/06/22 09   82.6  -0.4  19.6
1221601 11/06/22 06   83.0   0.0  10.4
1221601 11/06/22 03   83.0   0.0  10.9
1221601 11/06/22 00   83.0  -0.2  13.4
1221601 10/06/22 21   83.2   1.1  18.4
1221601 10/06/22 18   82.1   0.5  23.4
1221601 10/06/22 15   81.6  -0.6  22.9
1221601 10/06/22 12   82.2   0.6  20.9
1221601 10/06/22 09   81.6  -0.6  18.2
1221601 10/06/22 06   82.2  -0.1  11.6
1221601 10/06/22 03   82.3  -0.1  12.9
1221601 10/06/22 00   82.4  -0.2  14.2
1221601 09/06/22 21   82.6   0.3  16.7
1221601 09/06/22 18   82.3   0.7  19.4
1221601 09/06/22 15   81.6   0.1  17.6
1221601 09/06/22 12   81.5   0.1  14.9
1221601 09/06/22 09   81.4  -0.2  16.0
1221601 09/06/22 06   81.6  -0.1  14.7
1221601 09/06/22 03   81.7  -0.1  14.9
1221601 09/06/22 00   81.8  -0.1  14.2
1221601 08/06/22 21   81.9   1.0  18.4
1221601 08/06/22 18   80.9   0.5  24.7
1221601 08/06/22 15   80.4  -0.6  23.4
1221601 08/06/22 12   81.0   0.4  22.9
1221601 08/06/22 09   80.6  -0.8  18.0
1221601 08/06/22 06   81.4   0.0   8.2
1221601 08/06/22 03   81.4   0.0   9.2
1221601 08/06/22 00   81.4  -0.2  12.2
1221601 07/06/22 21   81.6   0.3  17.4
1221601 07/06/22 18   81.3   0.1  20.0
1221601 07/06/22 15   81.2   0.3  19.6
1221601 07/06/22 12   80.9  -0.2  16.7
1221601 07/06/22 09   81.1  -0.1  15.6
1221601 07/06/22 06   81.2   0.0  15.4
1221601 07/06/22 03   81.2  -0.1  16.0
1221601 07/06/22 00   81.3  -0.2  16.9
1221601 06/06/22 21   81.5   0.3  19.4
1221601 06/06/22 18   81.2   0.8  22.4
1221601 06/06/22 15   80.4  -0.8  26.2
1221601 06/06/22 12   81.2   0.2  23.2
1221601 06/06/22 09   81.0  -0.2  18.7
1221601 06/06/22 06   81.2  -0.2  15.4
1221601 06/06/22 03   81.4   0.0  16.9
1221601 06/06/22 00   81.4  -0.2  17.6
1221601 05/06/22 21   81.6   1.0  20.0
1221601 05/06/22 18   80.6   0.2  23.4
1221601 05/06/22 15   80.4   0.2  23.6
1221601 05/06/22 12   80.2  -0.4  22.0
1221601 05/06/22 09   80.6   0.2  18.7
1221601 05/06/22 06   80.4  -0.1  11.2
1221601 05/06/22 03   80.5  -0.2  11.4
1221601 05/06/22 00   80.7   0.0  12.9
1221601 04/06/22 21   80.7   0.3  17.4
1221601 04/06/22 18   80.4   1.0  19.6
1221601 04/06/22 15   79.4   0.2  23.6
1221601 04/06/22 12   79.2   1.7  24.7
1221601 04/06/22 09   77.5   0.3  20.7
1221601 04/06/22 06   77.2   0.0  15.4
1221601 04/06/22 03   77.2  -0.1  16.9
1221601 04/06/22 00   77.3   0.0  17.4
1221601 03/06/22 21   77.3   1.3  21.4
1221601 03/06/22 18   76.0   1.3  27.2
1221601 03/06/22 15   74.7  -0.2  28.0
1221601 03/06/22 12   74.9   0.6  25.4
1221601 03/06/22 09   74.3  -0.2  18.0
1221601 03/06/22 06   74.5  -0.1   7.4
1221601 03/06/22 03   74.6   0.0   6.7
1221601 03/06/22 00   74.6  -0.2  10.7
1221601 02/06/22 21   74.8   0.6  16.7
1221601 02/06/22 18   74.2   0.8  23.6
1221601 02/06/22 15   73.4  -0.3  23.6
1221601 02/06/22 12   73.7   0.3  21.4
1221601 02/06/22 09   73.4  -0.4  15.6
1221601 02/06/22 06   73.8  -0.1   8.2
1221601 02/06/22 03   73.9  -0.1   9.2
1221601 02/06/22 00   74.0   0.0  13.2
1221601 01/06/22 21   74.0   0.1  16.4
1221601 01/06/22 18   73.9   0.3  23.4
1221601 01/06/22 15   73.6  -0.6  23.2
1221601 01/06/22 12   74.2   0.2  20.9
1221601 01/06/22 09   74.0  -0.3  16.2
1221601 01/06/22 06   74.3   0.1   9.6
1221601 01/06/22 03   74.2   0.0   6.9
1221601 01/06/22 00   74.2   0.0  11.6
1221601 31/05/22 21   74.2   0.0  14.7
1221601 31/05/22 18   74.2   0.4  20.4
1221601 31/05/22 15   73.8  -0.4  22.2
1221601 31/05/22 12   74.2   0.0  20.9
1221601 31/05/22 09   74.2  -0.2  14.0
1221601 31/05/22 06   74.4   0.0   2.9
1221601 31/05/22 03   74.4   0.1   2.2
1221601 31/05/22 00   74.3   0.0   4.2
1221601 30/05/22 21   74.3  -0.1  10.2
1221601 30/05/22 18   74.4   0.2  15.6
1221601 30/05/22 15   74.2  -0.6  18.4
1221601 30/05/22 12   74.8   0.0  15.6
1221601 30/05/22 09   74.8  -0.1  11.6
1221601 30/05/22 06   74.9   0.1   4.0
1221601 30/05/22 03   74.8  -0.1   6.2
1221601 30/05/22 00   74.9   0.1   8.2
1221601 29/05/22 21   74.8  -0.1   9.6
1221601 29/05/22 18   74.9   0.1  13.4
1221601 29/05/22 15   74.8   0.0  13.4
1221601 29/05/22 12   74.8  -0.2  12.7
1221601 29/05/22 09   75.0  -0.1  11.4
1221601 29/05/22 06   75.1   0.1   3.4
1221601 29/05/22 03   75.0   0.1   3.2
1221601 29/05/22 00   74.9  -0.1   4.2
1221601 28/05/22 21   75.0   0.0  11.2
1221601 28/05/22 18   75.0   6.5  18.0
1221601 28/05/22 15   68.5 -23.3  16.2
1221601 28/05/22 12   91.8  -0.4  14.4
1221601 28/05/22 09   92.2   0.0  10.9
1221601 28/05/22 06   92.2   0.1   2.7
1221601 28/05/22 03   92.1   0.0   3.2
1221601 28/05/22 00   92.1  -0.1   7.2
1221601 27/05/22 21   92.2   0.1  13.2
1221601 27/05/22 18   92.1  -0.1  16.9
1221601 27/05/22 15   92.2   0.1  16.9
1221601 27/05/22 12   92.1   0.1  16.4
1221601 27/05/22 09   92.0  -0.2  15.6
1221601 27/05/22 06   92.2   0.0  10.9
1221601 27/05/22 03   92.2   0.1   9.6
1221601 27/05/22 00   92.1  -0.1   9.4
1221601 26/05/22 21   92.2   0.1  14.2
1221601 26/05/22 18   92.1  -0.2  20.7
1221601 26/05/22 15   92.3   0.1  18.7
1221601 26/05/22 12   92.2   0.1  18.4
1221601 26/05/22 09   92.1  -0.3  16.2
1221601 26/05/22 06   92.4   0.0   6.4
1221601 26/05/22 03   92.4   0.0   5.6
1221601 26/05/22 00   92.4   0.0   8.0
1221601 25/05/22 21   92.4   0.0  14.2
1221601 25/05/22 18   92.4  -0.4  19.2
1221601 25/05/22 15   92.8  -0.2  20.0
1221601 25/05/22 12   93.0  -0.1  14.7
1221601 25/05/22 09   93.1   0.1  13.4
1221601 25/05/22 06   93.0  -0.2  11.4
1221601 25/05/22 03   93.2   0.0  12.4
1221601 25/05/22 00   93.2   0.0  13.4
1221601 24/05/22 21   93.2   0.0  14.9
1221601 24/05/22 18   93.2   0.0  16.7
1221601 24/05/22 15   93.2   0.1  15.2
1221601 24/05/22 12   93.1   0.5  18.9
1221601 24/05/22 09   92.6  -0.3  19.6
1221601 24/05/22 06   92.9  -0.1  15.2
1221601 24/05/22 03   93.0   0.0  16.2
1221601 24/05/22 00   93.0  -0.1  15.2
1221601 23/05/22 21   93.1   0.1  17.6
1221601 23/05/22 18   93.0   1.0  20.2
1221601 23/05/22 15   92.0  -0.2  22.4
1221601 23/05/22 12   92.2  -0.2  19.6
1221601 23/05/22 09   92.4  -0.1  16.7
1221601 23/05/22 06   92.5  -0.1   6.2
1221601 23/05/22 03   92.6  -0.1   6.7
1221601 23/05/22 00   92.7  -0.1  11.2
1221601 22/05/22 21   92.8  -0.2  16.0
1221601 22/05/22 18   93.0   1.1  24.4
1221601 22/05/22 15   91.9  -0.3  22.9
1221601 22/05/22 12   92.2   0.0  20.0
1221601 22/05/22 09   92.2  -0.2  15.6
1221601 22/05/22 06   92.4  -0.1   6.9
1221601 22/05/22 03   92.5   0.0   9.6
1221601 22/05/22 00   92.5   0.0  12.2
1221601 21/05/22 21   92.5   0.0  14.9
1221601 21/05/22 18   92.5   0.3  20.2
1221601 21/05/22 15   92.2   0.2  19.4
1221601 21/05/22 12   92.0  -0.1  18.4
1221601 21/05/22 09   92.1  -0.3  16.7
1221601 21/05/22 06   92.4  -0.2  13.6
1221601 21/05/22 03   92.6  -0.1  16.2
1221601 21/05/22 00   92.7  -0.3  16.7
1221601 20/05/22 21   93.0   0.5  18.7
1221601 20/05/22 18   92.5   8.7  29.2
1221601 20/05/22 15   83.8   0.2  28.4
1221601 20/05/22 12   83.6   0.0  26.0
1221601 20/05/22 09   83.6   0.2  20.7
1221601 20/05/22 06   83.4  -0.1  12.7
1221601 20/05/22 03   83.5   0.0  15.6
1221601 20/05/22 00   83.5   0.0  18.4
1221601 19/05/22 21   83.5   0.0  18.4
1221601 19/05/22 18   83.5   0.7  27.6
1221601 19/05/22 15   82.8   0.2  28.2
1221601 19/05/22 12   82.6   0.4  25.6
1221601 19/05/22 09   82.2  -0.1  17.6
1221601 19/05/22 06   82.3  -0.1   4.9
1221601 19/05/22 03   82.4  -0.2   6.2
1221601 19/05/22 00   82.6   0.0   9.4
1221601 18/05/22 21   82.6  -0.2  15.2
1221601 18/05/22 18   82.8   0.8  23.6
1221601 18/05/22 15   82.0   0.4  22.9
1221601 18/05/22 12   81.6   0.4  23.2
1221601 18/05/22 09   81.2   0.0  17.2
1221601 18/05/22 06   81.2  -0.1   8.0
1221601 18/05/22 03   81.3  -0.1   6.7
1221601 18/05/22 00   81.4   0.0   9.4
1221601 17/05/22 21   81.4  -0.2  14.9
1221601 17/05/22 18   81.6   0.6  21.4
1221601 17/05/22 15   81.0   0.6  21.4
1221601 17/05/22 12   80.4   0.0  20.4
1221601 17/05/22 09   80.4   0.0  18.0
1221601 17/05/22 06   80.4   0.0  16.2
1221601 17/05/22 03   80.4   0.0  15.6
1221601 17/05/22 00   80.4  -0.2  16.4
1221601 16/05/22 21   80.6   0.0  18.9
1221601 16/05/22 18   80.6   0.6  23.4
1221601 16/05/22 15   80.0   0.4  27.4
1221601 16/05/22 12   79.6   1.0  24.9
1221601 16/05/22 09   78.6   0.2  17.6
1221601 16/05/22 06   78.4  -0.2   6.7
1221601 16/05/22 03   78.6   0.0   6.7
1221601 16/05/22 00   78.6   0.0   9.2
1221601 15/05/22 21   78.6  -0.1  14.9
1221601 15/05/22 18   78.7   0.3  25.4
1221601 15/05/22 15   78.4   0.7  25.2
1221601 15/05/22 12   77.7   1.0  23.4
1221601 15/05/22 09   76.7   0.1  16.7
1221601 15/05/22 06   76.6  -0.1   5.2
1221601 15/05/22 03   76.7  -0.1   6.0
1221601 15/05/22 00   76.8   0.0   8.9
1221601 14/05/22 21   76.8  -0.2  16.9
1221601 14/05/22 18   77.0   0.4  25.4
1221601 14/05/22 15   76.6   0.7  23.4
1221601 14/05/22 12   75.9   0.9  22.0
1221601 14/05/22 09   75.0   0.1  15.6
1221601 14/05/22 06   74.9  -0.1   4.0
1221601 14/05/22 03   75.0  -0.1   4.7
1221601 14/05/22 00   75.1  -0.1   8.0
1221601 13/05/22 21   75.2  -0.1  14.9
1221601 13/05/22 18   75.3   0.3  22.2
1221601 13/05/22 15   75.0   0.4  23.4
1221601 13/05/22 12   74.6   0.8  22.0
1221601 13/05/22 09   73.8   0.2  18.7
1221601 13/05/22 06   73.6   0.0  10.9
1221601 13/05/22 03   73.6  -0.1  10.0
1221601 13/05/22 00   73.7  -0.3  12.4
1221601 12/05/22 21   74.0   0.0  17.2
1221601 12/05/22 18   74.0   0.2  22.9
1221601 12/05/22 15   73.8   0.6  22.9
1221601 12/05/22 12   73.2   0.5  22.4
1221601 12/05/22 09   72.7   0.3  20.7
1221601 12/05/22 06   72.4  -0.2  11.4
1221601 12/05/22 03   72.6   0.0  10.9
1221601 12/05/22 00   72.6  -0.2  12.2
1221601 11/05/22 21   72.8  -0.1  18.0
1221601 11/05/22 18   72.9   0.4  28.0
1221601 11/05/22 15   72.5   0.3  26.7
1221601 11/05/22 12   72.2   1.3  24.9
1221601 11/05/22 09   70.9   0.1  18.7
1221601 11/05/22 06   70.8  -0.1   9.6
1221601 11/05/22 03   70.9  -0.1  10.0
1221601 11/05/22 00   71.0  -0.2  12.0
1221601 10/05/22 21   71.2  -0.2  16.2
1221601 10/05/22 18   71.4   0.8  24.2
1221601 10/05/22 15   70.6   1.3  24.2
1221601 10/05/22 12   69.3   1.5  23.2
1221601 10/05/22 09   67.8  -0.1  16.0
1221601 10/05/22 06   67.9  -0.1   6.0
1221601 10/05/22 03   68.0  -0.2   7.2
1221601 10/05/22 00   68.2  -0.2  10.0
1221601 09/05/22 21   68.4  -0.2  14.0
1221601 09/05/22 18   68.6   1.2  23.2
1221601 09/05/22 15   67.4   1.4  22.2
1221601 09/05/22 12   66.0   1.4  21.6
1221601 09/05/22 09   64.6   0.0  16.0
1221601 09/05/22 06   64.6  -0.2   6.4
1221601 09/05/22 03   64.8   0.0   7.4
1221601 09/05/22 00   64.8  -0.1   8.4
1221601 08/05/22 21   64.9  -0.1  14.0
1221601 08/05/22 18   65.0   0.4  17.6
1221601 08/05/22 15   64.6   1.3  20.4
1221601 08/05/22 12   63.3   1.3  22.4
1221601 08/05/22 09   62.0   0.0  14.7
1221601 08/05/22 06   62.0  -0.2   4.7
1221601 08/05/22 03   62.2   0.0   5.2
1221601 08/05/22 00   62.2  -0.2   6.4
1221601 07/05/22 21   62.4  -0.3  12.0
1221601 07/05/22 18   62.7   0.5  18.4
1221601 07/05/22 15   62.2   9.8  20.2
1221601 07/05/22 12   52.4   1.2  18.2
1221601 07/05/22 09   51.2  -0.2  14.0
1221601 07/05/22 06   51.4  -0.1   6.2
1221601 07/05/22 03   51.5  -0.2   8.4
1221601 07/05/22 00   51.7  -0.1  11.6
1221601 06/05/22 21   51.8  -0.2  14.0
1221601 06/05/22 18   52.0   0.4  16.4
1221601 06/05/22 15   51.6   1.2  17.6
1221601 06/05/22 12   50.4  -0.3  16.4
1221601 06/05/22 09   50.7  -0.1  12.2
1221601 06/05/22 06   50.8  -0.2   9.6
1221601 06/05/22 03   51.0  -0.2  10.0
1221601 06/05/22 00   51.2   0.0  11.4
1221601 05/05/22 21   51.2  -0.4  12.2
1221601 05/05/22 18   51.6   0.2  14.7
1221601 05/05/22 15   51.4   0.3  20.2
1221601 05/05/22 12   51.1   0.7  17.6
1221601 05/05/22 09   50.4  -0.1  14.2
1221601 05/05/22 06   50.5   0.0   8.9
1221601 05/05/22 03   50.5  -0.1   8.9
1221601 05/05/22 00   50.6   0.0  10.2
1221601 04/05/22 21   50.6  -0.1  12.0
1221601 04/05/22 18   50.7   0.3  16.0
1221601 04/05/22 15   50.4   1.3  20.4
1221601 04/05/22 12   49.1   0.5  20.2
1221601 04/05/22 09   48.6  -0.2  15.2
1221601 04/05/22 06   48.8   0.0   6.2
1221601 04/05/22 03   48.8   0.0   6.4
1221601 04/05/22 00   48.8   0.0   9.6
1221601 03/05/22 21   48.8   0.0  12.0
1221601 03/05/22 18   48.8   0.0  18.2
1221601 03/05/22 15   48.8  28.2  17.2
1221601 03/05/22 12   20.6 -30.4  20.7
1221601 03/05/22 09   51.0   0.0  13.4
1221601 03/05/22 06   51.0   0.0   8.7
1221601 03/05/22 03   51.0  -0.1  10.2
1221601 03/05/22 00   51.1  -0.1  10.4
1221601 02/05/22 21   51.2   0.0  12.2
1221601 02/05/22 18   51.2   0.6  17.6
1221601 02/05/22 15   50.6   0.6  16.7
1221601 02/05/22 12   50.0   1.0  20.2
1221601 02/05/22 09   49.0  -0.3  15.4
1221601 02/05/22 06   49.3   0.1   8.7
1221601 02/05/22 03   49.2   0.0   8.7
1221601 02/05/22 00   49.2  -0.3   8.2
1221601 01/05/22 21   49.5  -0.2  14.0
1221601 01/05/22 18   49.7   0.7  18.7
1221601 01/05/22 15   49.0   0.6  20.0
1221601 01/05/22 12   48.4  -0.2  17.2
1221601 01/05/22 09   48.6   0.0  10.9
1221601 01/05/22 06   48.6   0.1   5.4
1221601 01/05/22 03   48.5   0.1   3.2
1221601 01/05/22 00   48.4   0.0   6.0
1221601 30/04/22 21   48.4  -0.3  10.2
1221601 30/04/22 18   48.7   0.5  16.2
1221601 30/04/22 15   48.2   0.5  20.0
1221601 30/04/22 12   47.7  -0.3  16.4
1221601 30/04/22 09   48.0   0.3  10.2
1221601 30/04/22 06   47.7  -0.1   4.0
1221601 30/04/22 03   47.8   0.2   4.0
1221601 30/04/22 00   47.6  -0.1   6.2
1221601 29/04/22 21   47.7  -0.3  10.0
1221601 29/04/22 18   48.0   0.3  16.7
1221601 29/04/22 15   47.7   0.5  18.4
1221601 29/04/22 12   47.2   0.4  16.2
1221601 29/04/22 09   46.8  -0.2  11.4
1221601 29/04/22 06   47.0   0.0   1.2
1221601 29/04/22 03   47.0   0.0   3.4
1221601 29/04/22 00   47.0   0.0   5.6
1221601 28/04/22 21   47.0  -0.2  10.9
1221601 28/04/22 18   47.2   0.5  16.9
1221601 28/04/22 15   46.7  -0.1  17.4
1221601 28/04/22 12   46.8   0.6  15.6
1221601 28/04/22 09   46.2  -0.4  11.2
1221601 28/04/22 06   46.6   0.1   2.2
1221601 28/04/22 03   46.5   0.0   3.2
1221601 28/04/22 00   46.5  -0.1   8.2
1221601 27/04/22 21   46.6  -0.1  10.2
1221601 27/04/22 18   46.7   0.1  14.2
1221601 27/04/22 15   46.6  -0.1  15.6
1221601 27/04/22 12   46.7   0.5  14.2
1221601 27/04/22 09   46.2  -0.2  12.4
1221601 27/04/22 06   46.4  -0.2   6.4
1221601 27/04/22 03   46.6   0.0   7.6
1221601 27/04/22 00   46.6   0.0   8.4
1221601 26/04/22 21   46.6   0.0  10.0
1221601 26/04/22 18   46.6   0.1  12.2
1221601 26/04/22 15   46.5  -0.2  14.0
1221601 26/04/22 12   46.7  -0.1  12.2
1221601 26/04/22 09   46.8   0.1   7.4
1221601 26/04/22 06   46.7   0.1  -0.4
1221601 26/04/22 03   46.6   0.0   0.2
1221601 26/04/22 00   46.6   0.0   2.2
1221601 25/04/22 21   46.6  -0.2   5.6
1221601 25/04/22 18   46.8   0.0  11.6
1221601 25/04/22 15   46.8  -0.2  12.9
1221601 25/04/22 12   47.0   0.1  11.6
1221601 25/04/22 09   46.9   0.1   7.6
1221601 25/04/22 06   46.8   0.0   6.2
1221601 25/04/22 03   46.8   0.0   6.2
1221601 25/04/22 00   46.8   0.0   6.2
1221601 24/04/22 21   46.8   0.0   6.9
1221601 24/04/22 18   46.8   0.0   8.7
1221601 24/04/22 15   46.8   0.0   9.2
1221601 24/04/22 12   46.8   0.2   8.4
1221601 24/04/22 09   46.6  -0.1   8.9
1221601 24/04/22 06   46.7   0.0   8.2
1221601 24/04/22 03   46.7   0.0   7.6
1221601 24/04/22 00   46.7   0.0   7.4
1221601 23/04/22 21   46.7  -0.2   9.6
1221601 23/04/22 18   46.9   0.1  14.9
1221601 23/04/22 15   46.8   0.4  16.0
1221601 23/04/22 12   46.4  -0.8  14.4
1221601 23/04/22 09   47.2  -0.2   9.6
1221601 23/04/22 06   47.4   0.0   6.2
1221601 23/04/22 03   47.4   0.0   7.4
1221601 23/04/22 00   47.4   0.0   7.2
1221601 22/04/22 21   47.4   0.0   7.6
1221601 22/04/22 18   47.4   0.0   9.6
1221601 22/04/22 15   47.4  -0.1  10.9
1221601 22/04/22 12   47.5   0.1   9.6
1221601 22/04/22 09   47.4  -0.3   9.6
1221601 22/04/22 06   47.7   0.1   4.2
1221601 22/04/22 03   47.6  -0.1   4.7
1221601 22/04/22 00   47.7  -0.1   6.7
1221601 21/04/22 21   47.8   0.0   6.2
1221601 21/04/22 18   47.8   0.0  10.0
1221601 21/04/22 15   47.8   0.0  11.2
1221601 21/04/22 12   47.8   0.0   9.6
1221601 21/04/22 09   47.8   0.0   6.4
1221601 21/04/22 06   47.8   0.0   5.6
1221601 21/04/22 03   47.8   0.0   5.6
1221601 21/04/22 00   47.8   0.0   5.6
1221601 20/04/22 21   47.8   0.0   6.2
1221601 20/04/22 18   47.8   0.0   9.4
1221601 20/04/22 15   47.8  -0.2  10.2
1221601 20/04/22 12   48.0   0.0  10.0
1221601 20/04/22 09   48.0   0.2   4.7
1221601 20/04/22 06   47.8   0.0  -4.9
1221601 20/04/22 03   47.8   0.0  -4.0
1221601 20/04/22 00   47.8   0.1  -2.0
1221601 19/04/22 21   47.7  -0.1   2.0
1221601 19/04/22 18   47.8   0.0   7.6
1221601 19/04/22 15   47.8   0.0  11.2
1221601 19/04/22 12   47.8  -0.2  10.7
1221601 19/04/22 09   48.0   0.0   8.2
1221601 19/04/22 06   48.0   0.0   3.4
1221601 19/04/22 03   48.0   0.0   2.7
1221601 19/04/22 00   48.0   0.2   2.0
1221601 18/04/22 21   47.8  -0.2   6.9
1221601 18/04/22 18   48.0   0.0  12.7
1221601 18/04/22 15   48.0   0.0  14.7
1221601 18/04/22 12   48.0   0.0  14.0
1221601 18/04/22 09   48.0  -0.2   7.4
1221601 18/04/22 06   48.2   0.0  -2.0
1221601 18/04/22 03   48.2   0.1  -2.0
1221601 18/04/22 00   48.1   0.0   0.2
1221601 17/04/22 21   48.1  -0.1   5.4
1221601 17/04/22 18   48.2   0.0  11.4
1221601 17/04/22 15   48.2   0.0  13.4
1221601 17/04/22 12   48.2  -0.6  11.4
1221601 17/04/22 09   48.8   0.0   6.0
1221601 17/04/22 06   48.8   0.2  -3.2
1221601 17/04/22 03   48.6   0.0  -2.2
1221601 17/04/22 00   48.6   0.0   0.4
1221601 16/04/22 21   48.6   0.0   4.0
1221601 16/04/22 18   48.6  -0.1   8.7
1221601 16/04/22 15   48.7   0.1  10.2
1221601 16/04/22 12   48.6  -0.2   7.4
1221601 16/04/22 09   48.8   0.0   3.4
1221601 16/04/22 06   48.8   0.0   4.4
1221601 16/04/22 03   48.8   0.0   6.2
1221601 16/04/22 00   48.8   0.1   6.0
1221601 15/04/22 21   48.7   0.0   8.4
1221601 15/04/22 18   48.7  -0.2  11.2
1221601 15/04/22 15   48.9   0.1  14.4
1221601 15/04/22 12   48.8  -0.2  15.4
1221601 15/04/22 09   49.0   0.0  12.0
1221601 15/04/22 06   49.0   0.0   9.4
1221601 15/04/22 03   49.0   0.1  11.4
1221601 15/04/22 00   48.9   0.1  12.7
1221601 14/04/22 21   48.8  -0.2  13.6
1221601 14/04/22 18   49.0   0.2  18.7
1221601 14/04/22 15   48.8   0.0  22.0
1221601 14/04/22 12   48.8  -0.2  19.4
1221601 14/04/22 09   49.0  -0.2  11.6
1221601 14/04/22 06   49.2   0.2   1.6
1221601 14/04/22 03   49.0   0.0   3.4
1221601 14/04/22 00   49.0   0.0   6.2
1221601 13/04/22 21   49.0  -0.1  12.2
1221601 13/04/22 18   49.1   0.1  18.9
1221601 13/04/22 15   49.0  -0.3  20.9
1221601 13/04/22 12   49.3  -0.1  16.9
1221601 13/04/22 09   49.4   0.1   8.7
1221601 13/04/22 06   49.3   0.1  -0.2
1221601 13/04/22 03   49.2   0.0   1.2
1221601 13/04/22 00   49.2   0.0   3.2
1221601 12/04/22 21   49.2  -0.2   8.9
1221601 12/04/22 18   49.4   0.0  16.4
1221601 12/04/22 15   49.4  -0.2  18.4
1221601 12/04/22 12   49.6  -0.2  15.2
1221601 12/04/22 09   49.8   0.2   5.6
1221601 12/04/22 06   49.6   0.0  -3.2
1221601 12/04/22 03   49.6  -0.1  -2.2
1221601 12/04/22 00   49.7   0.1  -0.4
1221601 11/04/22 21   49.6  -0.2   3.6
1221601 11/04/22 18   49.8   0.0  11.2
1221601 11/04/22 15   49.8   0.0  12.9
1221601 11/04/22 12   49.8  -0.4  10.4
1221601 11/04/22 09   50.2   0.0   3.4
1221601 11/04/22 06   50.2   0.0  -4.9
1221601 11/04/22 03   50.2   0.0  -3.2
1221601 11/04/22 00   50.2   0.0  -0.7
1221601 10/04/22 21   50.2   0.0   2.4
1221601 10/04/22 18   50.2   0.0   6.2
1221601 10/04/22 15   50.2   0.0   6.7
1221601 10/04/22 12   50.2  -0.2   5.6
1221601 10/04/22 09   50.4   0.0   2.7
1221601 10/04/22 06   50.4   0.0  -1.4
1221601 10/04/22 03   50.4   0.0  -1.2
1221601 10/04/22 00   50.4   0.0   0.0
1221601 09/04/22 21   50.4   0.2   1.2
1221601 09/04/22 18   50.2   0.0   5.4
1221601 09/04/22 15   50.2   0.1   8.2
1221601 09/04/22 12   50.1  -0.1   5.6
1221601 09/04/22 09   50.2  -0.1   3.4
1221601 09/04/22 06   50.3   0.1   0.4
1221601 09/04/22 03   50.2   0.1   0.4
1221601 09/04/22 00   50.1   0.1   2.0
1221601 08/04/22 21   50.0  -0.1   2.2
1221601 08/04/22 18   50.1   0.1   4.9
1221601 08/04/22 15   50.0  -0.1   6.9
1221601 08/04/22 12   50.1  -0.1   8.2
1221601 08/04/22 09   50.2   0.0   7.2
1221601 08/04/22 06   50.2   0.0   5.2
1221601 08/04/22 03   50.2  -0.1   5.4
1221601 08/04/22 00   50.3  -0.2   6.7
1221601 07/04/22 21   50.5   0.3   8.9
1221601 07/04/22 18   50.2   0.0  12.2
1221601 07/04/22 15   50.2   0.0  13.4
1221601 07/04/22 12   50.2  -0.2  12.9
1221601 07/04/22 09   50.4   0.2   8.9
1221601 07/04/22 06   50.2   0.0   7.2
1221601 07/04/22 03   50.2   0.0   6.2
1221601 07/04/22 00   50.2   0.0   4.9
1221601 06/04/22 21   50.2  -0.1   8.2
1221601 06/04/22 18   50.3  -0.1  13.6
1221601 06/04/22 15   50.4  -0.4  13.2
1221601 06/04/22 12   50.8   0.1  10.9
1221601 06/04/22 09   50.7   0.1   8.9
1221601 06/04/22 06   50.6   0.0   6.9
1221601 06/04/22 03   50.6   0.0   7.4
1221601 06/04/22 00   50.6  -0.2   6.9
1221601 05/04/22 21   50.8   0.2   6.2
1221601 05/04/22 18   50.6   0.0   6.4
1221601 05/04/22 15   50.6  -0.1   6.0
1221601 05/04/22 12   50.7  -0.1   5.6
1221601 05/04/22 09   50.8   0.2   2.9
1221601 05/04/22 06   50.6   0.2   1.6
1221601 05/04/22 03   50.4   0.0   2.4
1221601 05/04/22 00   50.4   0.0   2.4
1221601 04/04/22 21   50.4   0.0   2.0
1221601 04/04/22 18   50.4   0.0   5.2
1221601 04/04/22 15   50.4   0.0   7.2
1221601 04/04/22 12   50.4  -0.2   6.9
1221601 04/04/22 09   50.6   0.1   1.2
1221601 04/04/22 06   50.5   0.1  -4.7
1221601 04/04/22 03   50.4  -0.1  -4.7
1221601 04/04/22 00   50.5   0.1  -4.0
1221601 03/04/22 21   50.4  -0.2  -2.2
1221601 03/04/22 18   50.6   0.0   2.2
1221601 03/04/22 15   50.6   0.0   2.9
