STAN/CIS  DATUM CAS   [kg] ROZDIL TEPL
1236505 01/03/22 15   19.0   0.3  10.5
1236505 01/03/22 12   18.7   0.0   8.0
1236505 01/03/22 09   18.7   0.1  -5.1
1236505 01/03/22 06   18.6   0.0  -5.1
1236505 01/03/22 03   18.6   0.0  -3.4
1236505 01/03/22 00   18.6  -0.1  -0.6
1236505 28/02/22 21   18.7  -0.1   0.4
1236505 28/02/22 18   18.8  -0.4   3.0
1236505 28/02/22 15   19.2   0.3   8.1
1236505 28/02/22 12   18.9   0.0   7.1
1236505 28/02/22 09   18.9   0.1  -4.9
1236505 28/02/22 06   18.8   0.0  -4.1
1236505 28/02/22 03   18.8   0.0  -3.2
1236505 28/02/22 00   18.8  -0.1  -2.1
1236505 27/02/22 21   18.9  -0.1   0.4
1236505 27/02/22 18   19.0  -0.5   4.7
1236505 27/02/22 15   19.5   0.1  10.5
1236505 27/02/22 12   19.4   0.1   6.4
1236505 27/02/22 09   19.3   0.0  -0.6
1236505 27/02/22 06   19.3   0.0  -1.2
1236505 27/02/22 03   19.3   0.1  -1.3
1236505 27/02/22 00   19.2  -0.1   0.1
1236505 26/02/22 21   19.3  -0.1   2.5
1236505 26/02/22 18   19.4   0.0   3.7
1236505 26/02/22 15   19.4  -0.1   3.6
1236505 26/02/22 12   19.5   0.1   2.1
1236505 26/02/22 09   19.4   0.0   1.7
1236505 26/02/22 06   19.4   0.0   1.6
1236505 26/02/22 03   19.4   0.1   1.7
1236505 26/02/22 00   19.3   0.1   2.0
1236505 25/02/22 21   19.2   0.0   1.6
1236505 25/02/22 18   19.2  -0.1   5.0
1236505 25/02/22 15   19.3  -0.2   5.9
1236505 25/02/22 12   19.5   0.0   5.0
1236505 25/02/22 09   19.5   0.1   1.4
1236505 25/02/22 06   19.4   0.0   1.9
1236505 25/02/22 03   19.4   0.0   2.8
1236505 25/02/22 00   19.4   0.0   7.8
1236505 24/02/22 21   19.4   0.0   7.9
1236505 24/02/22 18   19.4   0.0   8.4
1236505 24/02/22 15   19.4   0.0   8.0
1236505 24/02/22 12   19.4   0.2   5.2
1236505 24/02/22 09   19.2   0.0  -2.4
1236505 24/02/22 06   19.2  -0.1  -3.0
1236505 24/02/22 03   19.3   0.0  -2.4
1236505 24/02/22 00   19.3  -0.2  -0.6
1236505 23/02/22 21   19.5  -0.1   3.5
1236505 23/02/22 18   19.6  -0.6   7.5
1236505 23/02/22 15   20.2   0.1  11.6
1236505 23/02/22 12   20.1   0.0   8.3
1236505 23/02/22 09   20.1  -0.1   3.2
1236505 23/02/22 06   20.2  -0.1   3.9
1236505 23/02/22 03   20.3   0.4   5.2
1236505 23/02/22 00   19.9   0.1   4.8
1236505 22/02/22 21   19.8  -0.1   4.6
1236505 22/02/22 18   19.9  -0.1   5.4
1236505 22/02/22 15   20.0  -0.1   5.9
1236505 22/02/22 12   20.1  -0.1   4.0
1236505 22/02/22 09   20.2   0.1   2.5
1236505 22/02/22 06   20.1  -0.1   2.8
1236505 22/02/22 03   20.2   0.0   2.8
1236505 22/02/22 00   20.2   0.4   2.9
1236505 21/02/22 21   19.8  -0.1   3.8
1236505 21/02/22 18   19.9  -0.2   5.2
1236505 21/02/22 15   20.1  -0.1   6.5
1236505 21/02/22 12   20.2   0.0   4.9
1236505 21/02/22 09   20.2   0.2   3.5
1236505 21/02/22 06   20.0   0.0   7.3
1236505 21/02/22 03   20.0  -0.1   7.4
1236505 21/02/22 00   20.1   0.0   6.8
1236505 20/02/22 21   20.1   0.0   6.4
1236505 20/02/22 18   20.1   0.0   5.9
1236505 20/02/22 15   20.1   0.0   6.0
1236505 20/02/22 12   20.1   0.1   7.2
1236505 20/02/22 09   20.0   0.1   3.8
1236505 20/02/22 06   19.9   0.0   2.6
1236505 20/02/22 03   19.9   0.0   4.0
1236505 20/02/22 00   19.9  -0.1   2.4
1236505 19/02/22 21   20.0  -0.1   3.2
1236505 19/02/22 18   20.1  -0.1   6.1
1236505 19/02/22 15   20.2  -0.2   6.9
1236505 19/02/22 12   20.4   0.1   5.6
1236505 19/02/22 09   20.3  -0.1   3.9
1236505 19/02/22 06   20.4  -0.1   5.1
1236505 19/02/22 03   20.5  -0.4   5.8
1236505 19/02/22 00   20.9   0.0   6.9
1236505 18/02/22 21   20.9   0.0  10.5
1236505 18/02/22 18   20.9   0.0   6.5
1236505 18/02/22 15   20.9   0.0   6.6
1236505 18/02/22 12   20.9   0.1   6.6
1236505 18/02/22 09   20.8   0.0   3.2
1236505 18/02/22 06   20.8  -0.1   4.3
1236505 18/02/22 03   20.9   0.0   4.4
1236505 18/02/22 00   20.9   0.0   4.2
1236505 17/02/22 21   20.9  -0.2   4.9
1236505 17/02/22 18   21.1   0.0   5.6
1236505 17/02/22 15   21.1  -0.1   6.0
1236505 17/02/22 12   21.2   0.0   5.6
1236505 17/02/22 09   21.2  -0.1   8.6
1236505 17/02/22 06   21.3   0.2  10.3
1236505 17/02/22 03   21.1   0.1   9.2
1236505 17/02/22 00   21.0   0.1   8.4
1236505 16/02/22 21   20.9   0.1   6.6
1236505 16/02/22 18   20.8   0.0   6.4
1236505 16/02/22 15   20.8   0.3   6.0
1236505 16/02/22 12   20.5   0.0   5.1
1236505 16/02/22 09   20.5   0.0   4.0
1236505 16/02/22 06   20.5   0.0   3.4
1236505 16/02/22 03   20.5  -0.1   3.1
1236505 16/02/22 00   20.6   0.0   4.2
1236505 15/02/22 21   20.6  -0.1   4.9
1236505 15/02/22 18   20.7  -0.1   6.8
1236505 15/02/22 15   20.8   0.1   7.0
1236505 15/02/22 12   20.7   0.1   4.3
1236505 15/02/22 09   20.6   0.1   1.6
1236505 15/02/22 06   20.5   0.0   2.0
1236505 15/02/22 03   20.5   0.0   2.0
1236505 15/02/22 00   20.5  -0.1   2.4
1236505 14/02/22 21   20.6  -0.1   3.2
1236505 14/02/22 18   20.7  -0.5   5.8
1236505 14/02/22 15   21.2   0.3  11.3
1236505 14/02/22 12   20.9   0.4   3.6
1236505 14/02/22 09   20.5  -0.1  -3.6
1236505 14/02/22 06   20.6  -0.2  -2.8
1236505 14/02/22 03   20.8   0.0  -2.4
1236505 14/02/22 00   20.8  -0.1  -0.8
1236505 13/02/22 21   20.9  -0.1   0.9
1236505 13/02/22 18   21.0  -0.4   4.4
1236505 13/02/22 15   21.4   0.4   9.2
1236505 13/02/22 12   21.0   0.3   2.4
1236505 13/02/22 09   20.7  -0.1  -4.5
1236505 13/02/22 06   20.8  -0.2  -3.8
1236505 13/02/22 03   21.0  -0.1  -2.8
1236505 13/02/22 00   21.1   0.0  -1.4
1236505 12/02/22 21   21.1  -0.2   0.2
1236505 12/02/22 18   21.3  -0.2   3.2
1236505 12/02/22 15   21.5  -0.2   6.3
1236505 12/02/22 12   21.7   0.3   2.8
1236505 12/02/22 09   21.4   0.0  -1.8
1236505 12/02/22 06   21.4  -0.2   0.4
1236505 12/02/22 03   21.6  -0.1   1.2
1236505 12/02/22 00   21.7   0.0   2.1
1236505 11/02/22 21   21.7   0.1   2.3
1236505 11/02/22 18   21.6   0.0   3.2
1236505 11/02/22 15   21.6   0.0   3.6
1236505 11/02/22 12   21.6  -0.1   2.8
1236505 11/02/22 09   21.7   0.1   3.2
1236505 11/02/22 06   21.6   0.1   4.1
1236505 11/02/22 03   21.5   0.0   5.0
1236505 11/02/22 00   21.5   0.0   5.6
1236505 10/02/22 21   21.5  -0.1   5.9
1236505 10/02/22 18   21.6  -0.1   6.7
1236505 10/02/22 15   21.7  -0.2   7.6
1236505 10/02/22 12   21.9   0.2   5.9
1236505 10/02/22 09   21.7  -0.1   1.6
1236505 10/02/22 06   21.8  -0.1   3.7
1236505 10/02/22 03   21.9   0.0   5.1
1236505 10/02/22 00   21.9   0.0   6.0
1236505 09/02/22 21   21.9  -0.1   6.4
1236505 09/02/22 18   22.0  -0.1   6.8
1236505 09/02/22 15   22.1  -0.1   6.4
1236505 09/02/22 12   22.2   0.0   5.5
1236505 09/02/22 09   22.2   0.1   5.1
1236505 09/02/22 06   22.1  -0.1   5.1
1236505 09/02/22 03   22.2   0.0   5.2
1236505 09/02/22 00   22.2   0.0   4.8
1236505 08/02/22 21   22.2   0.1   4.2
1236505 08/02/22 18   22.1   0.0   3.8
1236505 08/02/22 15   22.1  -0.3   2.8
1236505 08/02/22 12   22.4   0.1   2.0
1236505 08/02/22 09   22.3  -0.1   1.3
1236505 08/02/22 06   22.4  -0.1   1.4
1236505 08/02/22 03   22.5   0.0   1.9
1236505 08/02/22 00   22.5   0.2   1.8
1236505 07/02/22 21   22.3   0.1   1.3
1236505 07/02/22 18   22.2  -0.2   2.3
1236505 07/02/22 15   22.4   0.1   2.3
1236505 07/02/22 12   22.3   0.3   1.6
1236505 07/02/22 09   22.0  -0.1   1.0
1236505 07/02/22 06   22.1   0.0   2.1
1236505 07/02/22 03   22.1  -0.1   2.8
1236505 07/02/22 00   22.2   0.1   3.3
1236505 06/02/22 21   22.1   0.2   3.8
1236505 06/02/22 18   21.9   0.4   4.0
1236505 06/02/22 15   21.5  -0.1   4.8
1236505 06/02/22 12   21.6   0.1   3.6
1236505 06/02/22 09   21.5   0.0   3.2
1236505 06/02/22 06   21.5   0.0   3.5
1236505 06/02/22 03   21.5  -0.1   3.2
1236505 06/02/22 00   21.6   0.0   2.8
1236505 05/02/22 21   21.6  -0.1   2.8
1236505 05/02/22 18   21.7  -0.1   3.4
1236505 05/02/22 15   21.8  -0.1   4.0
1236505 05/02/22 12   21.9   0.0   2.8
1236505 05/02/22 09   21.9   0.0   1.2
1236505 05/02/22 06   21.9  -0.1   1.7
1236505 05/02/22 03   22.0   0.0   3.1
1236505 05/02/22 00   22.0   0.0   4.8
1236505 04/02/22 21   22.0  -0.1   4.9
1236505 04/02/22 18   22.1  -0.1   5.2
1236505 04/02/22 15   22.2   0.0   5.4
1236505 04/02/22 12   22.2   0.1   4.8
1236505 04/02/22 09   22.1  -0.1   3.2
1236505 04/02/22 06   22.2   0.1   4.0
1236505 04/02/22 03   22.1   0.0   3.5
1236505 04/02/22 00   22.1   0.0   3.0
1236505 03/02/22 21   22.1   0.0   3.1
1236505 03/02/22 18   22.1  -0.1   3.4
1236505 03/02/22 15   22.2   0.0   3.2
1236505 03/02/22 12   22.2   0.2   2.0
1236505 03/02/22 09   22.0   0.0   0.6
1236505 03/02/22 06   22.0  -0.1   0.8
1236505 03/02/22 03   22.1  -0.1   1.2
1236505 03/02/22 00   22.2   0.0   2.2
1236505 02/02/22 21   22.2  -0.1   2.1
1236505 02/02/22 18   22.3  -0.1   3.3
1236505 02/02/22 15   22.4  -0.6   4.0
1236505 02/02/22 12   23.0  -0.5   3.1
1236505 02/02/22 09   23.5  -0.6   2.8
1236505 02/02/22 06   24.1  -1.0   2.9
1236505 02/02/22 03   25.1   0.2   2.1
1236505 02/02/22 00   24.9   0.6   1.6
1236505 01/02/22 21   24.3   1.2   1.2
1236505 01/02/22 18   23.1   0.2   1.3
1236505 01/02/22 15   22.9  -0.1   1.8
1236505 01/02/22 12   23.0   0.4   1.2
1236505 01/02/22 09   22.6   0.0   0.6
1236505 01/02/22 06   22.6   0.0   0.8
1236505 01/02/22 03   22.6  -0.1   0.9
1236505 01/02/22 00   22.7  -0.1   1.6
1236505 31/01/22 21   22.8  -0.2   1.8
1236505 31/01/22 18   23.0   0.2   2.0
1236505 31/01/22 15   22.8   0.8   2.2
1236505 31/01/22 12   22.0   0.6   1.5
1236505 31/01/22 09   21.4  -0.1   1.3
1236505 31/01/22 06   21.5   0.0   1.2
1236505 31/01/22 03   21.5  -0.1   1.7
1236505 31/01/22 00   21.6   0.0   2.3
1236505 30/01/22 21   21.6  -0.1   2.8
1236505 30/01/22 18   21.7  -0.2   3.6
1236505 30/01/22 15   21.9  -0.4   4.3
1236505 30/01/22 12   22.3   0.1   3.8
1236505 30/01/22 09   22.2  -0.2   3.0
1236505 30/01/22 06   22.4   0.0   3.4
1236505 30/01/22 03   22.4   0.0   4.8
1236505 30/01/22 00   22.4   0.1   4.4
1236505 29/01/22 21   22.3   0.0   4.0
1236505 29/01/22 18   22.3   0.0   3.3
1236505 29/01/22 15   22.3  -0.1   2.6
1236505 29/01/22 12   22.4   0.1   1.9
1236505 29/01/22 09   22.3   0.0   2.1
1236505 29/01/22 06   22.3   0.0   1.2
1236505 29/01/22 03   22.3  -0.1   1.0
1236505 29/01/22 00   22.4   0.0   1.5
1236505 28/01/22 21   22.4  -0.1   2.0
1236505 28/01/22 18   22.5  -0.1   2.4
1236505 28/01/22 15   22.6  -0.5   2.7
1236505 28/01/22 12   23.1   0.1   2.2
1236505 28/01/22 09   23.0   0.2   1.6
1236505 28/01/22 06   22.8   0.0   1.8
1236505 28/01/22 03   22.8   0.5   1.4
1236505 28/01/22 00   22.3   0.2   1.1
1236505 27/01/22 21   22.1   0.3   0.5
1236505 27/01/22 18   21.8   0.1   0.4
1236505 27/01/22 15   21.7   0.0   0.0
1236505 27/01/22 12   21.7  -0.1   0.0
1236505 27/01/22 09   21.8   0.1   0.1
1236505 27/01/22 06   21.7  -0.1   0.3
1236505 27/01/22 03   21.8   0.0   0.2
1236505 27/01/22 00   21.8  -0.1   0.0
1236505 26/01/22 21   21.9  -0.1   0.4
1236505 26/01/22 18   22.0   0.0   0.9
1236505 26/01/22 15   22.0  -0.1   1.0
1236505 26/01/22 12   22.1   0.1   0.7
1236505 26/01/22 09   22.0  -0.1   0.8
1236505 26/01/22 06   22.1   0.0   0.9
1236505 26/01/22 03   22.1  -0.1   1.2
1236505 26/01/22 00   22.2   0.1   1.5
1236505 25/01/22 21   22.1  -0.1   1.7
1236505 25/01/22 18   22.2   0.0   2.2
1236505 25/01/22 15   22.2  -0.1   2.9
1236505 25/01/22 12   22.3   0.1   2.0
1236505 25/01/22 09   22.2   0.0   1.2
1236505 25/01/22 06   22.2  -0.1   1.5
1236505 25/01/22 03   22.3   0.0   2.0
1236505 25/01/22 00   22.3   0.0   2.4
1236505 24/01/22 21   22.3  -0.1   2.8
1236505 24/01/22 18   22.4   0.0   4.0
1236505 24/01/22 15   22.4  -0.1   4.5
1236505 24/01/22 12   22.5   0.1   3.2
1236505 24/01/22 09   22.4   0.0   2.1
1236505 24/01/22 06   22.4   0.0   2.5
1236505 24/01/22 03   22.4   0.0   3.0
1236505 24/01/22 00   22.4   0.0   3.0
1236505 23/01/22 21   22.4   0.0   3.1
1236505 23/01/22 18   22.4  -0.1   3.6
1236505 23/01/22 15   22.5  -0.1   4.4
1236505 23/01/22 12   22.6   0.1   2.9
1236505 23/01/22 09   22.5   0.0   2.1
1236505 23/01/22 06   22.5   0.0   2.5
1236505 23/01/22 03   22.5   0.1   3.1
1236505 23/01/22 00   22.4   0.0   2.6
1236505 22/01/22 21   22.4  -0.1   2.1
1236505 22/01/22 18   22.5  -0.3   3.5
1236505 22/01/22 15   22.8  -0.8   4.8
1236505 22/01/22 12   23.6  -0.7   3.5
1236505 22/01/22 09   24.3  -0.1   2.1
1236505 22/01/22 06   24.4   0.7   1.2
1236505 22/01/22 03   23.7   0.5   0.8
1236505 22/01/22 00   23.2   0.1   0.0
1236505 21/01/22 21   23.1   0.0  -2.3
1236505 21/01/22 18   23.1   0.1  -0.7
1236505 21/01/22 15   23.0   0.2  -0.5
1236505 21/01/22 12   22.8   0.0  -2.8
1236505 21/01/22 09   22.8   0.0  -4.9
1236505 21/01/22 06   22.8   0.0  -3.3
1236505 21/01/22 03   22.8   0.1  -1.7
1236505 21/01/22 00   22.7   0.1  -1.6
1236505 20/01/22 21   22.6   0.1   0.0
1236505 20/01/22 18   22.5  -0.1   0.4
1236505 20/01/22 15   22.6  -0.1   0.9
1236505 20/01/22 12   22.7   0.3   1.6
1236505 20/01/22 09   22.4   0.0   1.0
1236505 20/01/22 06   22.4   0.0   1.8
1236505 20/01/22 03   22.4   0.1   1.5
1236505 20/01/22 00   22.3  -0.1   1.9
1236505 19/01/22 21   22.4   0.0   1.7
1236505 19/01/22 18   22.4  -0.1   2.0
1236505 19/01/22 15   22.5   0.0   2.5
1236505 19/01/22 12   22.5   0.0   1.0
1236505 19/01/22 09   22.5  -0.1   1.1
1236505 19/01/22 06   22.6   0.0   1.8
1236505 19/01/22 03   22.6   0.0   2.0
1236505 19/01/22 00   22.6   0.0   2.2
1236505 18/01/22 21   22.6  -0.1   1.9
1236505 18/01/22 18   22.7  -0.1   3.2
1236505 18/01/22 15   22.8   0.0   3.5
1236505 18/01/22 12   22.8   0.0   1.6
1236505 18/01/22 09   22.8  -0.1   1.0
1236505 18/01/22 06   22.9   0.0   1.0
1236505 18/01/22 03   22.9  -0.1   0.9
1236505 18/01/22 00   23.0  -0.1   1.8
1236505 17/01/22 21   23.1  -0.1   2.6
1236505 17/01/22 18   23.2  -0.1   2.5
1236505 17/01/22 15   23.3  -0.3   2.4
1236505 17/01/22 12   23.6  -0.1   2.5
1236505 17/01/22 09   23.7   0.0   2.0
1236505 17/01/22 06   23.7   0.0   1.6
1236505 17/01/22 03   23.7   0.1   1.2
1236505 17/01/22 00   23.6   0.1   1.0
1236505 16/01/22 21   23.5   0.2   0.6
1236505 16/01/22 18   23.3   0.0   0.4
1236505 16/01/22 15   23.3   0.0   0.4
1236505 16/01/22 12   23.3   0.1   0.0
1236505 16/01/22 09   23.2   0.0  -1.0
1236505 16/01/22 06   23.2   0.0  -1.5
1236505 16/01/22 03   23.2   0.0  -4.4
1236505 16/01/22 00   23.2  -0.1  -3.4
1236505 15/01/22 21   23.3  -0.1  -1.8
1236505 15/01/22 18   23.4  -0.3   0.9
1236505 15/01/22 15   23.7   0.3   1.2
1236505 15/01/22 12   23.4   0.1   0.1
1236505 15/01/22 09   23.3  -0.3   0.8
1236505 15/01/22 06   23.6   0.0   1.0
1236505 15/01/22 03   23.6  -0.1   1.8
1236505 15/01/22 00   23.7  -0.1   2.3
1236505 14/01/22 21   23.8  -0.1   2.4
1236505 14/01/22 18   23.9  -0.1   2.9
1236505 14/01/22 15   24.0   0.2   2.7
1236505 14/01/22 12   23.8   0.1   0.1
1236505 14/01/22 09   23.7  -0.1  -0.1
1236505 14/01/22 06   23.8   0.0   0.8
1236505 14/01/22 03   23.8  -0.1   0.8
1236505 14/01/22 00   23.9   0.0   0.8
1236505 13/01/22 21   23.9   0.0   1.2
1236505 13/01/22 18   23.9  -0.1   1.5
1236505 13/01/22 15   24.0   0.1   1.1
1236505 13/01/22 12   23.9   0.1   0.7
1236505 13/01/22 09   23.8  -0.1   0.1
1236505 13/01/22 06   23.9   0.0   0.8
1236505 13/01/22 03   23.9   0.1   0.8
1236505 13/01/22 00   23.8  -0.1   0.2
1236505 12/01/22 21   23.9  -0.1   0.9
1236505 12/01/22 18   24.0  -0.1   1.0
1236505 12/01/22 15   24.1   0.2   0.8
1236505 12/01/22 12   23.9   0.0  -3.0
1236505 12/01/22 09   23.9   0.0  -5.3
1236505 12/01/22 06   23.9   0.1  -4.4
1236505 12/01/22 03   23.8  -0.1  -3.6
1236505 12/01/22 00   23.9  -0.1  -0.8
1236505 11/01/22 21   24.0  -0.2   0.0
1236505 11/01/22 18   24.2  -0.1   0.6
1236505 11/01/22 15   24.3   0.3   0.8
1236505 11/01/22 12   24.0   0.1  -0.6
1236505 11/01/22 09   23.9  -0.2   0.8
1236505 11/01/22 06   24.1  -0.1   0.7
1236505 11/01/22 03   24.2   0.0   1.0
1236505 11/01/22 00   24.2  -0.1   1.0
1236505 10/01/22 21   24.3  -0.2   1.6
1236505 10/01/22 18   24.5  -0.6   2.4
1236505 10/01/22 15   25.1  -0.2   2.9
1236505 10/01/22 12   25.3   0.2   2.0
1236505 10/01/22 09   25.1   0.0   1.2
1236505 10/01/22 06   25.1   0.1   1.1
1236505 10/01/22 03   25.0  -0.1   0.8
1236505 10/01/22 00   25.1   0.0   1.5
1236505 09/01/22 21   25.1   0.0   1.5
1236505 09/01/22 18   25.1   0.6   1.6
1236505 09/01/22 15   24.5   0.3   0.8
1236505 09/01/22 12   24.2   0.0  -0.1
1236505 09/01/22 09   24.2   0.2  -0.8
1236505 09/01/22 06   24.0   0.0  -0.5
1236505 09/01/22 03   24.0  -0.1  -1.6
1236505 09/01/22 00   24.1   0.0  -1.2
1236505 08/01/22 21   24.1  -0.2   0.1
1236505 08/01/22 18   24.3   0.0   0.9
1236505 08/01/22 15   24.3   0.3   1.4
1236505 08/01/22 12   24.0   0.2   1.0
1236505 08/01/22 09   23.8   0.0   0.2
1236505 08/01/22 06   23.8   0.0   0.8
1236505 08/01/22 03   23.8   0.0   0.4
1236505 08/01/22 00   23.8   0.1   0.4
1236505 07/01/22 21   23.7   0.2   0.2
1236505 07/01/22 18   23.5  -0.1   0.8
1236505 07/01/22 15   23.6   0.1   1.1
1236505 07/01/22 12   23.5   0.0  -1.6
1236505 07/01/22 09   23.5  -0.1  -2.9
1236505 07/01/22 06   23.6   0.0  -5.8
1236505 07/01/22 03   23.6   0.0  -5.7
1236505 07/01/22 00   23.6   0.2  -5.1
1236505 06/01/22 21   23.4   0.0  -3.2
1236505 06/01/22 18   23.4  -0.1  -0.9
1236505 06/01/22 15   23.5   0.0   0.0
1236505 06/01/22 12   23.5   0.0   0.0
1236505 06/01/22 09   23.5   0.3   1.3
1236505 06/01/22 06   23.2   0.5   1.3
1236505 06/01/22 03   22.7   0.2   1.6
1236505 06/01/22 00   22.5   0.0   1.4
1236505 05/01/22 21   22.5   0.0   1.2
1236505 05/01/22 18   22.5  -0.1   1.2
1236505 05/01/22 15   22.6  -0.2   1.8
1236505 05/01/22 12   22.8   0.1   2.5
1236505 05/01/22 09   22.7   0.0   3.6
1236505 05/01/22 06   22.7   0.0   4.1
1236505 05/01/22 03   22.7   0.0   4.5
1236505 05/01/22 00   22.7   0.0   4.2
1236505 04/01/22 21   22.7  -0.2   4.0
1236505 04/01/22 18   22.9   0.1   7.5
1236505 04/01/22 15   22.8   0.1   9.0
1236505 04/01/22 12   22.7   0.1   8.0
1236505 04/01/22 09   22.6   0.0   6.4
1236505 04/01/22 06   22.6   0.0   6.6
1236505 04/01/22 03   22.6   0.1   7.0
1236505 04/01/22 00   22.5  -0.1   6.8
1236505 03/01/22 21   22.6   0.1   6.0
1236505 03/01/22 18   22.5   0.2   7.3
1236505 03/01/22 15   22.3  -0.1   8.2
1236505 03/01/22 12   22.4   0.0   7.1
1236505 03/01/22 09   22.4   0.2   7.0
1236505 03/01/22 06   22.2   0.1   7.1
1236505 03/01/22 03   22.1  -0.1   9.1
1236505 03/01/22 00   22.2   0.0   8.8
1236505 02/01/22 21   22.2   0.0   6.0
1236505 02/01/22 18   22.2  -0.1   7.5
1236505 02/01/22 15   22.3   0.1   7.9
1236505 02/01/22 12   22.2   0.0   6.2
1236505 02/01/22 09   22.2   0.0   5.4
1236505 02/01/22 06   22.2   0.0   5.0
1236505 02/01/22 03   22.2  -0.1   6.8
1236505 02/01/22 00   22.3  -0.1   8.4
1236505 01/01/22 21   22.4  -0.1   9.2
1236505 01/01/22 18   22.5  -0.1  10.3
1236505 01/01/22 15   22.6  -0.1  11.2
1236505 01/01/22 12   22.7   0.0  10.0
1236505 01/01/22 09   22.7   0.0   9.8
1236505 01/01/22 06   22.7  -0.1   9.9
1236505 01/01/22 03   22.8   0.0  10.0
1236505 01/01/22 00   22.8   0.0  10.0
1236505 31/12/21 21   22.8   0.0   9.4
1236505 31/12/21 18   22.8  -0.3  10.0
1236505 31/12/21 15   23.1  -0.1  11.4
1236505 31/12/21 12   23.2   0.0  10.2
1236505 31/12/21 09   23.2   0.0  10.1
1236505 31/12/21 06   23.2   0.0  10.4
1236505 31/12/21 03   23.2   0.0  10.1
1236505 31/12/21 00   23.2  -0.1  10.4
1236505 30/12/21 21   23.3   0.1  10.9
1236505 30/12/21 18   23.2   0.1  10.8
1236505 30/12/21 15   23.1   0.0   8.6
1236505 30/12/21 12   23.1   0.2   8.1
1236505 30/12/21 09   22.9   0.1   7.6
1236505 30/12/21 06   22.8   0.1   5.7
1236505 30/12/21 03   22.7   0.0   3.8
1236505 30/12/21 00   22.7   0.0   3.4
1236505 29/12/21 21   22.7   0.0   4.6
1236505 29/12/21 18   22.7   0.0   5.7
1236505 29/12/21 15   22.7  -1.5   6.0
1236505 29/12/21 12   24.2  -0.3   3.2
1236505 29/12/21 09   24.5   0.1   1.4
1236505 29/12/21 06   24.4   0.0   1.0
1236505 29/12/21 03   24.4   0.2   0.9
1236505 29/12/21 00   24.2   0.1   0.9
1236505 28/12/21 21   24.1   0.6   0.8
1236505 28/12/21 18   23.5   0.0   0.7
1236505 28/12/21 15   23.5   0.2   0.8
1236505 28/12/21 12   23.3   0.0   0.0
1236505 28/12/21 09   23.3   0.1  -0.4
1236505 28/12/21 06   23.2   0.1  -0.5
1236505 28/12/21 03   23.1   0.0  -0.8
1236505 28/12/21 00   23.1   0.0  -1.2
1236505 27/12/21 21   23.1   0.0  -1.3
1236505 27/12/21 18   23.1   0.0  -1.2
1236505 27/12/21 15   23.1   0.1  -1.1
1236505 27/12/21 12   23.0   0.2  -2.4
1236505 27/12/21 09   22.8  -0.1  -2.8
1236505 27/12/21 06   22.9   0.0  -2.9
1236505 27/12/21 03   22.9  -0.1  -3.1
1236505 27/12/21 00   23.0   0.0  -3.3
1236505 26/12/21 21   23.0   0.0  -3.2
1236505 26/12/21 18   23.0   0.0  -2.9
1236505 26/12/21 15   23.0  -0.1  -2.4
1236505 26/12/21 12   23.1  -0.1  -3.7
1236505 26/12/21 09   23.2   0.1  -5.0
1236505 26/12/21 06   23.1  -0.1  -4.6
1236505 26/12/21 03   23.2   0.0  -6.7
1236505 26/12/21 00   23.2   0.1  -6.0
1236505 25/12/21 21   23.1   0.0  -3.9
1236505 25/12/21 18   23.1   0.0  -2.2
1236505 25/12/21 15   23.1   0.3  -0.6
1236505 25/12/21 12   22.8   0.1   0.0
1236505 25/12/21 09   22.7   0.0   0.8
1236505 25/12/21 06   22.7   0.2   1.2
1236505 25/12/21 03   22.5   0.0   2.6
1236505 25/12/21 00   22.5  -0.1   4.9
1236505 24/12/21 21   22.6  -0.1   5.3
1236505 24/12/21 18   22.7  -0.1   5.8
1236505 24/12/21 15   22.8  -0.1   6.4
1236505 24/12/21 12   22.9   0.0   6.0
1236505 24/12/21 09   22.9   0.0   5.9
1236505 24/12/21 06   22.9  -0.1   4.0
1236505 24/12/21 03   23.0   0.2   1.2
1236505 24/12/21 00   22.8   0.9   0.8
1236505 23/12/21 21   21.9   0.0  -0.1
1236505 23/12/21 18   21.9  -0.1  -1.2
1236505 23/12/21 15   22.0   0.1  -0.5
1236505 23/12/21 12   21.9  -0.1  -3.1
1236505 23/12/21 09   22.0   0.0  -4.9
1236505 23/12/21 06   22.0   0.0  -5.5
1236505 23/12/21 03   22.0   0.0  -5.6
1236505 23/12/21 00   22.0   0.0  -5.3
1236505 22/12/21 21   22.0   0.0  -4.5
1236505 22/12/21 18   22.0   0.1  -3.3
1236505 22/12/21 15   21.9  -0.2  -3.2
1236505 22/12/21 12   22.1   0.1  -6.1
1236505 22/12/21 09   22.0   0.0  -7.2
1236505 22/12/21 06   22.0   0.1  -6.4
1236505 22/12/21 03   21.9   0.1  -5.3
1236505 22/12/21 00   21.8   0.0  -3.7
1236505 21/12/21 21   21.8   0.0  -1.3
1236505 21/12/21 18   21.8  -0.2   0.2
1236505 21/12/21 15   22.0   0.0   0.9
1236505 21/12/21 12   22.0   0.0  -0.3
1236505 21/12/21 09   22.0   0.1  -2.0
1236505 21/12/21 06   21.9   0.0  -1.3
1236505 21/12/21 03   21.9  -0.1  -1.2
1236505 21/12/21 00   22.0   0.1   0.8
1236505 20/12/21 21   21.9  -0.2   0.6
1236505 20/12/21 18   22.1  -0.1   1.4
1236505 20/12/21 15   22.2   0.1   2.0
