STAN/CIS  DATUM CAS   [kg] ROZDIL TEPL
1236505 30/07/21 09   15.1   1.0  15.2
1236505 30/07/21 06   14.1  -0.1  10.2
1236505 30/07/21 03   14.2  -0.1  11.5
1236505 30/07/21 00   14.3  -0.1  13.6
1236505 29/07/21 21   14.4  -0.2  18.8
1236505 29/07/21 18   14.6  -0.5  23.3
1236505 29/07/21 15   15.1   0.1  24.0
1236505 29/07/21 12   15.0  -0.6  23.2
1236505 29/07/21 09   15.6   0.7  17.6
1236505 29/07/21 06   14.9   0.0  12.2
1236505 29/07/21 03   14.9  -0.1  14.4
1236505 29/07/21 00   15.0   0.0  14.4
1236505 28/07/21 21   15.0   0.0  16.3
1236505 28/07/21 18   15.0  -0.9  16.8
1236505 28/07/21 15   15.9   0.2  21.1
1236505 28/07/21 12   15.7  -0.3  21.6
1236505 28/07/21 09   16.0   0.8  18.6
1236505 28/07/21 06   15.2  -0.1  16.0
1236505 28/07/21 03   15.3  -0.1  17.5
1236505 28/07/21 00   15.4   0.0  18.3
1236505 27/07/21 21   15.4  -0.2  21.2
1236505 27/07/21 18   15.6  -0.2  26.2
1236505 27/07/21 15   15.8   0.1  27.2
1236505 27/07/21 12   15.7  -0.7  28.7
1236505 27/07/21 09   16.4   0.8  19.1
1236505 27/07/21 06   15.6   0.0  14.0
1236505 27/07/21 03   15.6  -0.1  16.0
1236505 27/07/21 00   15.7   0.1  17.5
1236505 26/07/21 21   15.6   0.0  20.9
1236505 26/07/21 18   15.6   0.1  24.6
1236505 26/07/21 15   15.5  -0.1  27.4
1236505 26/07/21 12   15.6  -1.0  29.1
1236505 26/07/21 09   16.6   0.9  19.7
1236505 26/07/21 06   15.7  -0.1  15.2
1236505 26/07/21 03   15.8  -0.2  16.8
1236505 26/07/21 00   16.0   0.1  19.0
1236505 25/07/21 21   15.9  -0.5  21.7
1236505 25/07/21 18   16.4   0.0  24.0
1236505 25/07/21 15   16.4   0.1  22.8
1236505 25/07/21 12   16.3  -0.6  29.5
1236505 25/07/21 09   16.9   1.2  20.8
1236505 25/07/21 06   15.7  -0.3  15.5
1236505 25/07/21 03   16.0  -0.2  17.1
1236505 25/07/21 00   16.2   0.0  18.2
1236505 24/07/21 21   16.2   0.2  22.1
1236505 24/07/21 18   16.0  -0.2  26.4
1236505 24/07/21 15   16.2   0.0  31.2
1236505 24/07/21 12   16.2  -0.7  29.9
1236505 24/07/21 09   16.9   1.1  18.8
1236505 24/07/21 06   15.8  -0.2  12.8
1236505 24/07/21 03   16.0  -0.2  14.5
1236505 24/07/21 00   16.2   0.1  16.9
1236505 23/07/21 21   16.1  -0.1  21.9
1236505 23/07/21 18   16.2   0.5  29.5
1236505 23/07/21 15   15.7  -0.8  31.2
1236505 23/07/21 12   16.5  -0.8  29.3
1236505 23/07/21 09   17.3   1.0  17.8
1236505 23/07/21 06   16.3  -0.2  11.8
1236505 23/07/21 03   16.5  -0.1  13.4
1236505 23/07/21 00   16.6   0.1  15.1
1236505 22/07/21 21   16.5  -0.1  20.2
1236505 22/07/21 18   16.6   0.4  26.4
1236505 22/07/21 15   16.2  -1.0  27.2
1236505 22/07/21 12   17.2  -0.3  24.1
1236505 22/07/21 09   17.5   0.8  15.5
1236505 22/07/21 06   16.7  -0.2  11.8
1236505 22/07/21 03   16.9  -0.1  11.6
1236505 22/07/21 00   17.0   0.2  13.6
1236505 21/07/21 21   16.8   0.4  19.0
1236505 21/07/21 18   16.4  -0.3  24.7
1236505 21/07/21 15   16.7  -0.7  27.1
1236505 21/07/21 12   17.4  -0.7  24.8
1236505 21/07/21 09   18.1   0.8  16.4
1236505 21/07/21 06   17.3   0.0   9.7
1236505 21/07/21 03   17.3  -0.1  11.8
1236505 21/07/21 00   17.4   0.1  14.8
1236505 20/07/21 21   17.3  -0.1  17.3
1236505 20/07/21 18   17.4   0.1  20.6
1236505 20/07/21 15   17.3  -0.3  20.9
1236505 20/07/21 12   17.6   0.4  16.3
1236505 20/07/21 09   17.2   0.1  12.3
1236505 20/07/21 06   17.1  -0.1  10.4
1236505 20/07/21 03   17.2   0.0  10.8
1236505 20/07/21 00   17.2   0.0  13.0
1236505 19/07/21 21   17.2  -0.2  17.3
1236505 19/07/21 18   17.4   0.1  23.1
1236505 19/07/21 15   17.3   0.1  24.5
1236505 19/07/21 12   17.2  -0.7  23.7
1236505 19/07/21 09   17.9   0.8  18.6
1236505 19/07/21 06   17.1  -0.2  14.1
1236505 19/07/21 03   17.3  -0.1  14.8
1236505 19/07/21 00   17.4   0.4  16.8
1236505 18/07/21 21   17.0  -0.1  21.0
1236505 18/07/21 18   17.1   0.7  26.7
1236505 18/07/21 15   16.4  -1.0  27.8
1236505 18/07/21 12   17.4  -1.4  26.9
1236505 18/07/21 09   18.8   0.2  19.6
1236505 18/07/21 06   18.6  -0.4  15.3
1236505 18/07/21 03   19.0  -0.2  17.2
1236505 18/07/21 00   19.2  -0.4  18.8
1236505 17/07/21 21   19.6   0.5  20.4
1236505 17/07/21 18   19.1   0.8  21.5
1236505 17/07/21 15   18.3  -0.9  24.5
1236505 17/07/21 12   19.2  -0.1  21.9
1236505 17/07/21 09   19.3   0.8  19.1
1236505 17/07/21 06   18.5  -0.3  18.5
1236505 17/07/21 03   18.8  -0.1  18.4
1236505 17/07/21 00   18.9   0.6  19.0
1236505 16/07/21 21   18.3   0.7  21.6
1236505 16/07/21 18   17.6   0.5  23.8
1236505 16/07/21 15   17.1  -0.6  28.8
1236505 16/07/21 12   17.7  -0.9  28.6
1236505 16/07/21 09   18.6   1.2  17.6
1236505 16/07/21 06   17.4  -0.2  12.2
1236505 16/07/21 03   17.6  -0.2  13.6
1236505 16/07/21 00   17.8   0.4  14.5
1236505 15/07/21 21   17.4   0.6  18.0
1236505 15/07/21 18   16.8  -0.2  21.8
1236505 15/07/21 15   17.0  -0.1  17.6
1236505 15/07/21 12   17.1  -0.4  18.9
1236505 15/07/21 09   17.5   0.1  17.0
1236505 15/07/21 06   17.4  -0.2  15.5
1236505 15/07/21 03   17.6   0.4  15.9
1236505 15/07/21 00   17.2   0.7  16.9
1236505 14/07/21 21   16.5   0.6  18.8
1236505 14/07/21 18   15.9  -0.4  22.2
1236505 14/07/21 15   16.3  -0.8  23.4
1236505 14/07/21 12   17.1  -1.0  18.9
1236505 14/07/21 09   18.1   0.0  16.0
1236505 14/07/21 06   18.1  -0.3  15.9
1236505 14/07/21 03   18.4  -0.4  16.3
1236505 14/07/21 00   18.8  -0.1  16.8
1236505 13/07/21 21   18.9   2.1  19.2
1236505 13/07/21 18   16.8  -0.1  26.2
1236505 13/07/21 15   16.9   0.0  26.8
1236505 13/07/21 12   16.9  -0.3  25.4
1236505 13/07/21 09   17.2   1.1  17.9
1236505 13/07/21 06   16.1  -0.5  13.8
1236505 13/07/21 03   16.6   0.0  14.2
1236505 13/07/21 00   16.6   0.8  15.4
1236505 12/07/21 21   15.8   0.2  20.3
1236505 12/07/21 18   15.6   1.1  24.8
1236505 12/07/21 15   14.5  -1.8  26.4
1236505 12/07/21 12   16.3  -0.6  18.4
1236505 12/07/21 09   16.9   0.0  15.6
1236505 12/07/21 06   16.9  -0.1  14.0
1236505 12/07/21 03   17.0  -0.1  13.4
1236505 12/07/21 00   17.1  -0.2  14.8
1236505 11/07/21 21   17.3  -0.5  16.4
1236505 11/07/21 18   17.8  -0.1  16.2
1236505 11/07/21 15   17.9   1.0  19.3
1236505 11/07/21 12   16.9   0.5  21.2
1236505 11/07/21 09   16.4   1.1  17.7
1236505 11/07/21 06   15.3  -0.4  15.2
1236505 11/07/21 03   15.7  -0.3  15.7
1236505 11/07/21 00   16.0   0.9  16.2
1236505 10/07/21 21   15.1   0.2  20.3
1236505 10/07/21 18   14.9   1.2  24.4
1236505 10/07/21 15   13.7  -0.8  26.0
1236505 10/07/21 12   14.5  -0.6  22.9
1236505 10/07/21 09   15.1   0.1  13.9
1236505 10/07/21 06   15.0   0.0  11.5
1236505 10/07/21 03   15.0   0.3  11.3
1236505 10/07/21 00   14.7  -0.4  12.4
1236505 09/07/21 21   15.1   0.0  14.0
1236505 09/07/21 18   15.1  -0.5  15.5
1236505 09/07/21 15   15.6   1.3  18.0
1236505 09/07/21 12   14.3  -1.1  19.4
1236505 09/07/21 09   15.4   0.0  17.1
1236505 09/07/21 06   15.4   0.0  16.3
1236505 09/07/21 03   15.4  -0.1  16.6
1236505 09/07/21 00   15.5   0.5  17.2
1236505 08/07/21 21   15.0   0.8  18.2
1236505 08/07/21 18   14.2   0.9  19.1
1236505 08/07/21 15   13.3   0.9  20.6
1236505 08/07/21 12   12.4  -1.2  22.7
1236505 08/07/21 09   13.6   0.1  16.2
1236505 08/07/21 06   13.5  -0.2  14.6
1236505 08/07/21 03   13.7  -0.1  14.3
1236505 08/07/21 00   13.8   0.8  16.2
1236505 07/07/21 21   13.0   0.4  18.8
1236505 07/07/21 18   12.6  -0.3  20.8
1236505 07/07/21 15   12.9  -0.7  19.6
1236505 07/07/21 12   13.6  -0.3  18.0
1236505 07/07/21 09   13.9  -0.1  16.2
1236505 07/07/21 06   14.0   0.2  16.3
1236505 07/07/21 03   13.8  -0.1  17.1
1236505 07/07/21 00   13.9   0.9  17.6
1236505 06/07/21 21   13.0   0.8  22.9
1236505 06/07/21 18   12.2   1.1  29.6
1236505 06/07/21 15   11.1  -0.9  31.4
1236505 06/07/21 12   12.0  -0.6  28.7
1236505 06/07/21 09   12.6   0.5  18.1
1236505 06/07/21 06   12.1  -0.4  12.0
1236505 06/07/21 03   12.5  -0.1  13.7
1236505 06/07/21 00   12.6   0.7  15.6
1236505 05/07/21 21   11.9   0.3  18.9
1236505 05/07/21 18   11.6  -0.2  20.1
1236505 05/07/21 15   11.8   0.4  22.0
1236505 05/07/21 12   11.4  -0.2  22.8
1236505 05/07/21 09   11.6   0.5  17.3
1236505 05/07/21 06   11.1  -0.5  15.5
1236505 05/07/21 03   11.6  -0.2  16.8
1236505 05/07/21 00   11.8   0.5  17.6
1236505 04/07/21 21   11.3   0.1  19.2
1236505 04/07/21 18   11.2   0.1  21.1
1236505 04/07/21 15   11.1  -0.2  20.5
1236505 04/07/21 12   11.3   0.1  25.6
1236505 04/07/21 09   11.2   0.7  16.4
1236505 04/07/21 06   10.5  -0.5  10.9
1236505 04/07/21 03   11.0  -0.2  12.5
1236505 04/07/21 00   11.2   0.6  14.0
1236505 03/07/21 21   10.6  -0.2  19.2
1236505 03/07/21 18   10.8   0.6  24.9
1236505 03/07/21 15   10.2  -0.6  24.8
1236505 03/07/21 12   10.8  -0.3  24.6
1236505 03/07/21 09   11.1  -0.3  14.4
1236505 03/07/21 06   11.4  -0.2  13.2
1236505 03/07/21 03   11.6  -0.2  12.4
1236505 03/07/21 00   11.8   0.3  14.3
1236505 02/07/21 21   11.5   0.7  15.6
1236505 02/07/21 18   10.8   0.5  16.4
1236505 02/07/21 15   10.3   0.0  16.0
1236505 02/07/21 12   10.3   0.1  15.1
1236505 02/07/21 09   10.2   0.2  13.0
1236505 02/07/21 06   10.0  -0.3  12.6
1236505 02/07/21 03   10.3   0.0  12.9
1236505 02/07/21 00   10.3   0.2  13.0
1236505 01/07/21 21   10.1   0.3  14.0
1236505 01/07/21 18    9.8  -0.2  15.6
1236505 01/07/21 15   10.0  -0.3  18.8
1236505 01/07/21 12   10.3   0.4  16.5
1236505 01/07/21 09    9.9   0.3  15.1
1236505 01/07/21 06    9.6   0.0  13.0
1236505 01/07/21 03    9.6  -0.1  13.3
1236505 01/07/21 00    9.7   0.2  14.4
1236505 30/06/21 21    9.5   0.1  16.8
1236505 30/06/21 18    9.4   0.1  20.0
1236505 30/06/21 15    9.3  -0.4  19.6
1236505 30/06/21 12    9.7  -0.2  18.9
1236505 30/06/21 09    9.9  -0.1  14.6
1236505 30/06/21 06   10.0  -0.2  14.2
1236505 30/06/21 03   10.2  -0.3  14.5
1236505 30/06/21 00   10.5   0.0  15.2
1236505 29/06/21 21   10.5   1.3  22.7
1236505 29/06/21 18    9.2   0.6  27.0
1236505 29/06/21 15    8.6  -0.6  27.6
1236505 29/06/21 12    9.2  -0.6  24.1
1236505 29/06/21 09    9.8   0.7  19.8
1236505 29/06/21 06    9.1  -0.5  17.3
1236505 29/06/21 03    9.6  -0.2  17.5
1236505 29/06/21 00    9.8   0.8  18.9
1236505 28/06/21 21    9.0   0.7  23.6
1236505 28/06/21 18    8.3   0.5  28.2
1236505 28/06/21 15    7.8  -0.8  31.6
1236505 28/06/21 12    8.6  -0.2  24.2
1236505 28/06/21 09    8.8   0.6  18.0
1236505 28/06/21 06    8.2   0.0  13.2
1236505 28/06/21 03    8.2   0.1  14.1
1236505 28/06/21 00    8.1   0.3  16.6
1236505 27/06/21 21    7.8   0.4  20.8
1236505 27/06/21 18    7.4   0.5  25.6
1236505 27/06/21 15    6.9  -0.5  28.4
1236505 27/06/21 12    7.4  -0.7  27.5
1236505 27/06/21 09    8.1   0.4  18.2
1236505 27/06/21 06    7.7   0.1  10.8
1236505 27/06/21 03    7.6   0.1  12.6
1236505 27/06/21 00    7.5   0.1  15.1
1236505 26/06/21 21    7.4   0.1  19.1
1236505 26/06/21 18    7.3   0.0  24.8
1236505 26/06/21 15    7.3  -0.1  21.8
1236505 26/06/21 12    7.4  -1.2  24.6
1236505 26/06/21 09    8.6   0.2  15.9
1236505 26/06/21 06    8.4  -0.2  14.7
1236505 26/06/21 03    8.6   0.0  14.4
1236505 26/06/21 00    8.6   0.1  14.8
1236505 25/06/21 21    8.5   0.1  16.4
1236505 25/06/21 18    8.4  -0.2  18.4
1236505 25/06/21 15    8.6   0.8  17.5
1236505 25/06/21 12    7.8  -0.7  21.7
1236505 25/06/21 09    8.5   0.5  16.8
1236505 25/06/21 06    8.0   0.0  14.4
1236505 25/06/21 03    8.0   0.0  14.8
1236505 25/06/21 00    8.0  -0.1  16.4
1236505 24/06/21 21    8.1   0.3  18.7
1236505 24/06/21 18    7.8  -0.2  21.5
1236505 24/06/21 15    8.0   0.1  23.7
1236505 24/06/21 12    7.9  -0.3  22.4
1236505 24/06/21 09    8.2   0.2  16.6
1236505 24/06/21 06    8.0  -0.2  15.2
1236505 24/06/21 03    8.2  -0.2  15.2
1236505 24/06/21 00    8.4   0.1  16.5
1236505 23/06/21 21    8.3   0.1  18.2
1236505 23/06/21 18    8.2  -0.4  23.0
1236505 23/06/21 15    8.6   0.0  20.0
1236505 23/06/21 12    8.6   0.0  17.1
1236505 23/06/21 09    8.6   0.4  16.2
1236505 23/06/21 06    8.2   0.1  16.3
1236505 23/06/21 03    8.1  -0.1  16.4
1236505 23/06/21 00    8.2   0.1  16.8
1236505 22/06/21 21    8.1   0.3  19.0
1236505 22/06/21 18    7.8   0.2  22.6
1236505 22/06/21 15    7.6  -0.3  25.5
1236505 22/06/21 12    7.9  -0.3  23.3
1236505 22/06/21 09    8.2   0.1  17.1
1236505 22/06/21 06    8.1   0.1  17.2
1236505 22/06/21 03    8.0  -0.2  19.5
1236505 22/06/21 00    8.2   0.2  20.7
1236505 21/06/21 21    8.0   0.2  24.2
1236505 21/06/21 18    7.8  -0.2  30.0
1236505 21/06/21 15    8.0   0.4  31.1
1236505 21/06/21 12    7.6  -1.0  28.8
1236505 21/06/21 09    8.6   0.4  21.8
1236505 21/06/21 06    8.2   0.0  17.2
1236505 21/06/21 03    8.2  -0.8  18.8
1236505 21/06/21 00    9.0   0.2  20.8
1236505 20/06/21 21    8.8   0.6  24.6
1236505 20/06/21 18    8.2   0.2  27.6
1236505 20/06/21 15    8.0  -0.4  28.4
1236505 20/06/21 12    8.4  -0.3  28.8
1236505 20/06/21 09    8.7   0.5  23.0
1236505 20/06/21 06    8.2  -0.2  16.4
1236505 20/06/21 03    8.4  -0.2  17.7
1236505 20/06/21 00    8.6   0.2  19.7
1236505 19/06/21 21    8.4   0.2  24.5
1236505 19/06/21 18    8.2   1.0  26.5
1236505 19/06/21 15    7.2   0.6  36.4
1236505 19/06/21 12    6.6  -1.0  34.6
1236505 19/06/21 09    7.6   1.0  24.8
1236505 19/06/21 06    6.6   0.0  15.7
1236505 19/06/21 03    6.6  -0.4  17.0
1236505 19/06/21 00    7.0   0.4  19.2
1236505 18/06/21 21    6.6   1.0  25.2
1236505 18/06/21 18    5.6  -0.2  31.9
1236505 18/06/21 15    5.8   0.5  34.4
1236505 18/06/21 12    5.3  -0.8  33.0
1236505 18/06/21 09    6.1   1.2  24.4
1236505 18/06/21 06    4.9  -0.3  14.4
1236505 18/06/21 03    5.2  -0.4  15.8
1236505 18/06/21 00    5.6   0.4  18.4
1236505 17/06/21 21    5.2   0.8  25.2
1236505 17/06/21 18    4.4  -0.1  32.3
1236505 17/06/21 15    4.5   0.2  33.5
1236505 17/06/21 12    4.3  -0.5  31.7
1236505 17/06/21 09    4.8   1.4  23.8
1236505 17/06/21 06    3.4  -0.4  13.8
1236505 17/06/21 03    3.8  -0.2  15.2
1236505 17/06/21 00    4.0   0.3  17.6
1236505 16/06/21 21    3.7   0.5  23.8
1236505 16/06/21 18    3.2  -0.2  27.2
1236505 16/06/21 15    3.4   0.3  28.8
1236505 16/06/21 12    3.1  -0.1  30.7
1236505 16/06/21 09    3.2   1.4  22.4
1236505 16/06/21 06    1.8  -0.2  14.3
1236505 16/06/21 03    2.0  -0.4  16.0
1236505 16/06/21 00    2.4   0.2  16.9
1236505 15/06/21 21    2.2   0.9  22.4
1236505 15/06/21 18    1.3   0.5  29.8
1236505 15/06/21 15    0.8  -0.3  30.8
1236505 15/06/21 12    1.1  -0.1  29.2
1236505 15/06/21 09    1.2   0.3  18.8
1236505 15/06/21 06    0.9  -0.3   9.2
1236505 15/06/21 03    1.2  -0.2  11.2
1236505 15/06/21 00    1.4   0.4  14.2
1236505 14/06/21 21    1.0   0.4  20.7
1236505 14/06/21 18    0.6   0.4  27.5
1236505 14/06/21 15    0.2  -0.7  28.2
1236505 14/06/21 12    0.9  -0.7  26.9
1236505 14/06/21 09    1.6   0.0  15.6
1236505 14/06/21 06    1.6  -0.1   5.7
1236505 14/06/21 03    1.7  -0.3   7.2
1236505 14/06/21 00    2.0   0.0  10.0
1236505 13/06/21 21    2.0   0.0  14.2
1236505 13/06/21 18    2.0   0.3  18.9
1236505 13/06/21 15    1.7   0.7  21.2
1236505 13/06/21 12    1.0   0.8  18.8
1236505 13/06/21 09    0.2   0.2  15.6
1236505 13/06/21 06    0.0   0.0  11.5
1236505 13/06/21 03    0.0  -0.4  13.6
1236505 13/06/21 00    0.4   0.4  15.0
1236505 12/06/21 21    0.0   1.0  17.7
1236505 12/06/21 18   -1.0   0.8  20.8
1236505 12/06/21 15   -1.8   0.2  25.2
1236505 12/06/21 12   -2.0  -0.3  25.8
1236505 12/06/21 09   -1.7   0.3  19.6
1236505 12/06/21 06   -2.0  -0.2  13.6
1236505 12/06/21 03   -1.8   0.0  13.3
1236505 12/06/21 00   -1.8   0.0  15.9
1236505 11/06/21 21   -1.8   0.4  21.0
1236505 11/06/21 18   -2.2   0.2  26.4
1236505 11/06/21 15   -2.4  -3.2  27.3
1236505 11/06/21 12    0.8 -22.1  26.9
1236505 11/06/21 09   22.9   0.1  15.1
1236505 11/06/21 06   22.8  -0.1  12.7
1236505 11/06/21 03   22.9  -0.2  11.8
1236505 11/06/21 00   23.1  -0.1  13.6
1236505 10/06/21 21   23.2   0.0  16.4
1236505 10/06/21 18   23.2   0.5  18.5
1236505 10/06/21 15   22.7  -0.1  23.9
1236505 10/06/21 12   22.8  -0.3  24.0
1236505 10/06/21 09   23.1   0.2  18.5
1236505 10/06/21 06   22.9  -0.1  11.4
1236505 10/06/21 03   23.0  -0.1  11.9
1236505 10/06/21 00   23.1  -0.1  14.1
1236505 09/06/21 21   23.2   0.3  18.4
1236505 09/06/21 18   22.9  -0.3  23.3
1236505 09/06/21 15   23.2  -0.2  21.6
1236505 09/06/21 12   23.4  -0.8  16.9
1236505 09/06/21 09   24.2   0.1  16.3
1236505 09/06/21 06   24.1  -0.2  14.5
1236505 09/06/21 03   24.3  -0.2  14.7
1236505 09/06/21 00   24.5   0.0  15.1
1236505 08/06/21 21   24.5   0.7  19.8
1236505 08/06/21 18   23.8   0.2  27.2
1236505 08/06/21 15   23.6   0.0  28.8
1236505 08/06/21 12   23.6  -0.6  28.1
1236505 08/06/21 09   24.2   0.0  19.8
1236505 08/06/21 06   24.2  -0.2  10.8
1236505 08/06/21 03   24.4  -0.2  12.8
1236505 08/06/21 00   24.6   0.0  14.4
1236505 07/06/21 21   24.6   0.5  18.8
1236505 07/06/21 18   24.1 -12.1  22.3
1236505 07/06/21 15   36.2   0.2  21.0
1236505 07/06/21 12   36.0  11.9  26.0
1236505 07/06/21 09   24.1  -0.1  20.2
1236505 07/06/21 06   24.2  -0.2  12.6
1236505 07/06/21 03   24.4  -0.1  14.5
1236505 07/06/21 00   24.5  -0.1  16.8
1236505 06/06/21 21   24.6   0.4  19.0
1236505 06/06/21 18   24.2   0.3  21.2
1236505 06/06/21 15   23.9  -0.2  24.8
1236505 06/06/21 12   24.1  -0.1  21.6
1236505 06/06/21 09   24.2  -0.1  16.3
1236505 06/06/21 06   24.3  -0.2  15.7
1236505 06/06/21 03   24.5  -0.2  16.1
1236505 06/06/21 00   24.7  -0.2  15.9
1236505 05/06/21 21   24.9  -0.9  16.7
1236505 05/06/21 18   25.8   1.5  17.3
1236505 05/06/21 15   24.3   0.5  29.2
1236505 05/06/21 12   23.8   0.0  23.8
